Absorbance_time,Absorbance,,OH_time,OH_ppm,,H2O_time,H2O_ppm
0.00060428952004,-0.000134571281683,,0.347150259067357,56.5040021126055,,0.00089047454037,4196.52534086897
0.000632182037071,-0.0001236927649,,0.356476683937824,55.6211697642442,,0.000914233282738,4191.14448354344
0.00065490927317,-0.000114828788262,,0.367875647668394,53.8586921879126,,0.000935924279177,4180.24041816948
0.000685899347128,0.00028727342467,,0.383419689119171,52.533760711001,,0.000971049930126,4185.94583514322
0.000713793475791,-9.18630306097623E-05,,0.392746113989637,51.2115610515676,,0.000998942537487,4186.09957392395
0.000734454599517,-8.38048700299576E-05,,0.403108808290155,49.8889060892212,,,
0.000767514009112,-0.000460926785165,,0.414507772020725,48.5657958239617,,,
0.000795403302879,0.000329981675743,,0.423834196891192,48.1223307866724,,,
0.00082433209936,-0.00043876684357,,0.43419689119171,47.239043135398,,,
0.000849122224568,0.00035093289325,,0.447668393782384,45.9150222643125,,,
0.000874951852491,-0.00041902435015,,0.45699481865285,45.4715572270231,,,
0.000903875814076,-1.77279532755925E-05,,0.467357512953368,44.5882695757488,,,
0.000926604661807,-0.0003988789487,,0.478756476683938,44.1438939326334,,,
0.000955530235024,-0.000387597523888,,0.487046632124352,43.2615168871851,,,
0.000985488864428,-0.000375913191048,,0.495336787564767,43.2578744638808,,,
0.001002016151777,2.0548309478452E-05,,0.505699481865285,41.9352195015344,,,
,,,0.511917098445596,41.4931203729841,,,
,,,0.521243523316062,41.4890226467668,,,
,,,0.536787564766839,41.0428257919994,,,
,,,0.549222797927461,40.158627534899,,,
,,,0.558549222797928,39.7151624976096,,,
,,,0.567875647668394,38.8323301492483,,,
,,,0.578238341968912,37.9490424979739,,,
,,,0.591709844559585,37.9431235601046,,,
,,,0.605181347150259,37.0584700000911,,,
,,,0.610362694300518,36.6168261744539,,,
,,,0.620725388601036,36.1729058342515,,,
,,,0.641450777202073,34.8456978427748,,,
,,,0.660103626943005,33.9587677681962,,,
,,,0.67979274611399,34.8288516349928,,,
,,,0.688082901554404,34.8252092116886,,,
,,,0.701554404145078,34.3799229627471,,,
,,,0.712953367875648,33.9355473196318,,,
,,,0.72020725388601,33.9323601992406,,,
,,,0.734715025906736,33.4866186473861,,,
,,,0.748186528497409,33.4806997095167,,,
,,,0.767875647668394,33.0326816430972,,,
,,,0.792746113989637,32.5823870621124,,,
,,,0.81139896373057,32.5741916096779,,,
,,,0.841450777202073,32.5609878252001,,,
,,,0.871502590673575,32.1084167296502,,,
,,,0.910880829015544,31.212380596811,,,
,,,0.951295336787565,31.194623783203,,,
,,,1.01139896373057,30.2894815921033,,,
