time_H2O,H2O_ppm,,time_OH,OH_ppm,,time_Abs,Abs
,,,,,,0.000305764411028,0.061110279254324
,,,,,,0.000314536340852,0.058765067006064
,,,,,,0.000320802005013,0.05663269125873
,,,,,,0.000330827067669,0.055567973989027
,,,,,,0.000339598997494,0.053009390474765
,,,,,,0.000352130325815,0.05130509417213
,,,,,,0.000364661654135,0.049387426603493
,,,,,,0.000370927318296,0.048321907186173
,,,,,,0.00037969924812,0.047043551267928
,,,,,,0.000389724310777,0.045552091466219
,,,,,,0.000398496240602,0.043846993015968
,,,,,,0.00040977443609,0.041929058064792
,,,,,,0.000426065162907,0.039372078845763
,,,,,,0.000437343358396,0.038307628958599
,,,,,,0.000447368421053,0.036816169156889
,,,,,,0.000456140350877,0.035537813238644
,,,,,,0.000464912280702,0.034686199852405
,,,,,,0.000477443609023,0.032768532283768
,,,,,,0.000488721804511,0.031704082396603
,,,,,,0.000505012531328,0.030213959507588
,,,,,,0.000518796992481,0.028723301853496
,,,,,,0.000531328320802,0.027445748082867
,,,,,,0.000546365914787,0.025955357811314
,,,,,,0.000558897243108,0.025104546572691
,,,,,,0.000568922305764,0.02425320056899
,,,,,,0.000578947368421,0.02340185456529
,,,,,,0.000591478696742,0.022337672060664
,,,,,,0.000605263157895,0.02148712820458
,,,,,,0.000612781954887,0.020635247435802
,,,,,,0.000630325814536,0.019572134461331
,,,,,,0.000645363408521,0.019148600519792
,,,,,,0.00065664160401,0.018084150632627
,,,,,,0.000672932330827,0.017234141541621
,,,,,,0.000682957393484,0.015956053005915
,,,,,,0.000699248120301,0.015746157712917
,,,,,,0.000706766917293,0.015107648210141
,,,,,,0.000719298245614,0.014683579503524
,,,,,,0.000726817042607,0.013831698734746
,,,,,,0.000735588972431,0.012980085348507
,,,,,,0.000748120300752,0.012342645375886
,,,,,,0.000759398496241,0.01191830928673
,,,,,,0.00077694235589,0.011281938844266
,,,,,,0.000793233082707,0.010218558487257
,,,,,,0.000815789473684,0.009583257574947
,,,,,,0.000840852130326,0.009161862693719
,,,,,,0.000853383458647,0.008951165253104
,,,,,,0.000869674185464,0.008314527428101
,,,,,,0.000889724310777,0.007678691750714
,,,,,,0.000901002506266,0.007681098193564
,,,,,,0.000919799498747,0.007258366399641
,,,,,,0.000936090225564,0.00683509984064
,,,,,,0.000954887218045,0.005985625514711
,,,,,,0.000968671679198,0.005988566722639
,,,,,,0.000981203007519,0.005777869282024
,,,,,,0.00099373433584,0.005353800575407
