time,pressure,mass,temperature,H2,H,O,O2,OH,H2O,HO2,H2O2,N2,AR,Absorbance
1.56E-06,169820.7,0.689585174397303,1181.93091711673,9.83E-13,3.80E-11,4.01E-09,0.000556596402078,1.41E-05,0.001116598689247,2.40E-06,0.002037510881236,0,0.996272774941138,0.0757317
1.64E-06,169820.7,0.689585174397303,1181.9279026356,1.22E-12,4.47E-11,4.65E-09,0.000556597010141,1.48E-05,0.001116858916954,2.66E-06,0.002036791741198,0,0.996272317678176,0.0757916
1.78E-06,169820.7,0.689585174397303,1181.92331152276,1.68E-12,5.68E-11,5.79E-09,0.00055659824459,1.58E-05,0.001117292748501,3.09E-06,0.002035635550028,0,0.996271597518448,0.0758929
1.92E-06,169820.7,0.689585174397303,1181.91891027955,2.26E-12,7.09E-11,7.08E-09,0.000556599857616,1.68E-05,0.001117754970455,3.55E-06,0.002034451920563,0,0.996270877777634,0.0760024
2.05E-06,169820.7,0.689585174397303,1181.91469413835,2.97E-12,8.72E-11,8.53E-09,0.000556601896508,1.77E-05,0.001118244775487,4.03E-06,0.002033241721561,0,0.996270158465348,0.0761197
2.19E-06,169820.7,0.689585174397303,1181.91065848466,3.85E-12,1.06E-10,1.01E-08,0.000556604409666,1.86E-05,0.001118761378837,4.54E-06,0.002032005799299,0,0.996269439590883,0.0762447
2.33E-06,169820.7,0.689585174397303,1181.90679885087,4.91E-12,1.27E-10,1.19E-08,0.000556607446396,1.95E-05,0.001119304017601,5.08E-06,0.002030744978124,0,0.996268721163229,0.076377
2.46E-06,169820.7,0.689585174397303,1181.90311091016,6.18E-12,1.51E-10,1.38E-08,0.000556611056699,2.04E-05,0.001119871950046,5.64E-06,0.002029460060994,0,0.996268003191078,0.0765164
2.60E-06,169820.7,0.689585174397303,1181.89959047079,7.68E-12,1.77E-10,1.59E-08,0.000556615291088,2.12E-05,0.00112046445494,6.22E-06,0.002028151830001,0,0.996267285682839,0.0766627
2.74E-06,169820.7,0.689585174397303,1181.89623347062,9.44E-12,2.07E-10,1.82E-08,0.000556620200412,2.21E-05,0.00112108083092,6.82E-06,0.002026821046887,0,0.99626656864664,0.0768155
2.87E-06,169820.7,0.689585174397303,1181.89303597201,1.15E-11,2.40E-10,2.07E-08,0.000556625835703,2.29E-05,0.001121720395888,7.45E-06,0.002025468453538,0,0.996265852090334,0.0769748
3.01E-06,169820.7,0.689585174397303,1181.88999415692,1.39E-11,2.76E-10,2.33E-08,0.000556632248035,2.36E-05,0.001122382486426,8.09E-06,0.002024094772468,0,0.996265136021511,0.0771402
3.15E-06,169820.7,0.689585174397303,1181.88710432217,1.66E-11,3.16E-10,2.61E-08,0.000556639488384,2.44E-05,0.001123066457228,8.76E-06,0.002022700707295,0,0.996264420447499,0.0773116
3.28E-06,169820.7,0.689585174397303,1181.88436287504,1.97E-11,3.59E-10,2.90E-08,0.000556647607513,2.51E-05,0.00112377168055,9.45E-06,0.002021286943203,0,0.99626370537538,0.0774887
3.42E-06,169820.7,0.689585174397303,1181.88176632896,2.33E-11,4.06E-10,3.21E-08,0.000556656655856,2.58E-05,0.001124497545691,1.02E-05,0.002019854147392,0,0.99626299081199,0.0776713
3.56E-06,169820.7,0.689585174397303,1181.87931129949,2.73E-11,4.57E-10,3.54E-08,0.000556666683421,2.65E-05,0.001125243458487,1.09E-05,0.002018402969521,0,0.996262276763928,0.0778591
3.69E-06,169820.7,0.689585174397303,1181.87699450044,3.18E-11,5.12E-10,3.89E-08,0.000556677739697,2.72E-05,0.001126008840818,1.16E-05,0.002016934042136,0,0.99626156323756,0.0780521
3.83E-06,169820.7,0.689585174397303,1181.87481274025,3.69E-11,5.71E-10,4.25E-08,0.00055668987357,2.78E-05,0.00112679313014,1.24E-05,0.002015447981087,0,0.996260850239031,0.07825
3.97E-06,169820.7,0.689585174397303,1181.87276291839,4.25E-11,6.35E-10,4.63E-08,0.000556703133249,2.84E-05,0.001127595779035,1.31E-05,0.00201394538594,0,0.996260137774265,0.0784525
4.10E-06,169820.7,0.689585174397303,1181.87084202211,4.88E-11,7.03E-10,5.03E-08,0.000556717566198,2.90E-05,0.001128416254763,1.39E-05,0.002012426840372,0,0.996259425848974,0.0786596
4.24E-06,169820.7,0.689585174397303,1181.86904712317,5.58E-11,7.76E-10,5.44E-08,0.000556733219075,2.96E-05,0.00112925403885,1.47E-05,0.002010892912566,0,0.996258714468665,0.078871
4.38E-06,169820.7,0.689585174397303,1181.86737537486,6.35E-11,8.53E-10,5.86E-08,0.000556750137683,3.02E-05,0.001130108626671,1.55E-05,0.002009344155587,0,0.996258003638642,0.0790866
4.58E-06,169820.7,0.689585174397303,1181.86506904788,7.66E-11,9.79E-10,6.54E-08,0.000556778309255,3.10E-05,0.001131435540695,1.68E-05,0.002006968435991,0,0.996256926756269,0.0794211
4.79E-06,169820.7,0.689585174397303,1181.86303025329,9.18E-11,1.12E-09,7.25E-08,0.000556809646931,3.18E-05,0.001132798315213,1.81E-05,0.002004561663494,0,0.996255851168052,0.0797642
5.00E-06,169820.7,0.689585174397303,1181.86125004751,1.09E-10,1.27E-09,7.99E-08,0.000556844297783,3.25E-05,0.001134195360569,1.94E-05,0.002002125579417,0,0.996254776890021,0.0801152
5.20E-06,169820.7,0.689585174397303,1181.85971984747,1.29E-10,1.43E-09,8.76E-08,0.000556882403366,3.33E-05,0.001135625150566,2.08E-05,0.001999661854542,0,0.996253703937282,0.0804738
5.41E-06,169820.7,0.689585174397303,1181.85843141249,1.51E-10,1.60E-09,9.57E-08,0.000556924099564,3.39E-05,0.001137086219837,2.21E-05,0.001997172091719,0,0.996252632324056,0.0808394
5.62E-06,169820.7,0.689585174397303,1181.85737682717,1.76E-10,1.79E-09,1.04E-07,0.000556969516457,3.46E-05,0.001138577161327,2.35E-05,0.001994657828394,0,0.996251562063716,0.0812114
5.83E-06,169820.7,0.689585174397303,1181.85654848526,2.04E-10,1.98E-09,1.13E-07,0.000557018778238,3.52E-05,0.001140096623885,2.49E-05,0.001992120539053,0,0.996250493168826,0.0815894
6.03E-06,169820.7,0.689585174397303,1181.85593907471,2.35E-10,2.19E-09,1.22E-07,0.000557072003165,3.58E-05,0.001141643309985,2.64E-05,0.001989561637575,0,0.996249425651171,0.0819729
6.24E-06,169820.7,0.689585174397303,1181.85554156367,2.69E-10,2.42E-09,1.31E-07,0.00055712930355,3.64E-05,0.001143215973552,2.78E-05,0.001986982479495,0,0.99624835952179,0.0823616
6.45E-06,169820.7,0.689585174397303,1181.85534918738,3.07E-10,2.65E-09,1.40E-07,0.000557190785776,3.69E-05,0.001144813417897,2.93E-05,0.001984384364186,0,0.99624729479101,0.082755
6.66E-06,169820.7,0.689585174397303,1181.85535543589,3.49E-10,2.90E-09,1.50E-07,0.000557256550339,3.74E-05,0.00114643449374,3.08E-05,0.001981768536966,0,0.996246231468476,0.0831526
6.86E-06,169820.7,0.689585174397303,1181.85555404242,3.95E-10,3.16E-09,1.59E-07,0.00055732669191,3.79E-05,0.001148078097317,3.23E-05,0.00197913619114,0,0.996245169563178,0.0835542
7.07E-06,169820.7,0.689585174397303,1181.85593897247,4.45E-10,3.43E-09,1.69E-07,0.000557401299417,3.83E-05,0.00114974316858,3.38E-05,0.001976488469953,0,0.99624410908348,0.0839593
7.28E-06,169820.7,0.689585174397303,1181.85650441361,5.00E-10,3.71E-09,1.80E-07,0.000557480456142,3.87E-05,0.001151428689471,3.53E-05,0.001973826468489,0,0.996243050037149,0.0843676
7.48E-06,169820.7,0.689585174397303,1181.8572447658,5.59E-10,4.00E-09,1.90E-07,0.000557564239835,3.91E-05,0.001153133682276,3.68E-05,0.001971151235493,0,0.996241992431376,0.0847788
7.69E-06,169820.7,0.689585174397303,1181.8581546323,6.23E-10,4.31E-09,2.01E-07,0.00055765272284,3.95E-05,0.001154857208048,3.84E-05,0.00196846377513,0,0.996240936272805,0.0851925
7.90E-06,169820.7,0.689585174397303,1181.85922881108,6.93E-10,4.62E-09,2.11E-07,0.000557745972224,3.99E-05,0.001156598365094,3.99E-05,0.00196576504869,0,0.996239881567556,0.0856085
8.11E-06,169820.7,0.689585174397303,1181.86046228668,7.67E-10,4.95E-09,2.22E-07,0.000557844049921,4.02E-05,0.001158356287532,4.15E-05,0.001963055976219,0,0.996238828321244,0.0860263
8.31E-06,169820.7,0.689585174397303,1181.86185022253,8.48E-10,5.28E-09,2.33E-07,0.000557947012883,4.06E-05,0.001160130143906,4.30E-05,0.001960337438104,0,0.99623777653901,0.0864459
8.52E-06,169820.7,0.689585174397303,1181.86338795372,9.34E-10,5.63E-09,2.44E-07,0.000558054913227,4.09E-05,0.001161919135851,4.46E-05,0.001957610276595,0,0.996236726225531,0.0868669
8.73E-06,169820.7,0.689585174397303,1181.86507098003,1.03E-09,5.98E-09,2.55E-07,0.000558167798399,4.12E-05,0.001163722496829,4.61E-05,0.001954875297277,0,0.996235677385046,0.0872889
8.93E-06,169820.7,0.689585174397303,1181.86689495943,1.12E-09,6.35E-09,2.66E-07,0.000558285711327,4.14E-05,0.001165539490895,4.77E-05,0.001952133270483,0,0.996234630021379,0.0877119
9.14E-06,169820.7,0.689585174397303,1181.86885570184,1.23E-09,6.72E-09,2.77E-07,0.000558408690586,4.17E-05,0.001167369411535,4.93E-05,0.001949384932667,0,0.996233584137948,0.0881356
9.35E-06,169820.7,0.689585174397303,1181.87094916326,1.34E-09,7.10E-09,2.89E-07,0.000558536770561,4.19E-05,0.001169211580529,5.09E-05,0.001946630987715,0,0.996232539737793,0.0885597
9.56E-06,169820.7,0.689585174397303,1181.87317144009,1.46E-09,7.48E-09,3.00E-07,0.000558669981603,4.22E-05,0.001171065346876,5.24E-05,0.001943872108223,0,0.996231496823585,0.0889841
9.76E-06,169820.7,0.689585174397303,1181.87551876378,1.58E-09,7.88E-09,3.11E-07,0.000558808350195,4.24E-05,0.001172930085752,5.40E-05,0.001941108936716,0,0.99623045539765,0.0894085
9.97E-06,169820.7,0.689585174397303,1181.87798749577,1.71E-09,8.27E-09,3.23E-07,0.000558951899109,4.26E-05,0.00117480519751,5.56E-05,0.001938342086833,0,0.996229415461978,0.0898328
1.02E-05,169820.7,0.689585174397303,1181.88057412253,1.85E-09,8.68E-09,3.34E-07,0.000559100647563,4.27E-05,0.001176690106719,5.72E-05,0.001935572144463,0,0.996228377018241,0.0902568
1.04E-05,169820.7,0.689585174397303,1181.88327525095,2.00E-09,9.09E-09,3.45E-07,0.00055925461138,4.29E-05,0.001178584261241,5.87E-05,0.001932799668842,0,0.996227340067811,0.0906802
1.06E-05,169820.7,0.689585174397303,1181.8860876039,2.15E-09,9.50E-09,3.57E-07,0.000559413803136,4.31E-05,0.001180487131345,6.03E-05,0.001930025193611,0,0.996226304611767,0.091103
1.08E-05,169820.7,0.689585174397303,1181.8890080159,2.32E-09,9.92E-09,3.68E-07,0.000559578232308,4.32E-05,0.001182398208845,6.19E-05,0.001927249227836,0,0.996225270650915,0.091525
1.10E-05,169820.7,0.689585174397303,1181.89203342908,2.48E-09,1.03E-08,3.80E-07,0.000559747905426,4.34E-05,0.001184317006286,6.35E-05,0.001924472256986,0,0.996224238185797,0.0919461
1.12E-05,169820.7,0.689585174397303,1181.8951608893,2.66E-09,1.08E-08,3.91E-07,0.000559922826211,4.35E-05,0.001186243056146,6.50E-05,0.001921694743881,0,0.996223207216704,0.092366
1.14E-05,169820.7,0.689585174397303,1181.8983875423,2.85E-09,1.12E-08,4.02E-07,0.000560102995713,4.36E-05,0.001188175910078,6.66E-05,0.0019189171296,0,0.99622217774369,0.0927847
1.16E-05,169820.7,0.689585174397303,1181.90171063021,3.04E-09,1.16E-08,4.13E-07,0.000560288412445,4.37E-05,0.001190115138174,6.81E-05,0.001916139834364,0,0.99622114976658,0.0932021
1.18E-05,169820.7,0.689585174397303,1181.905127488,3.24E-09,1.20E-08,4.25E-07,0.000560479072519,4.38E-05,0.001192060328259,6.97E-05,0.001913363258373,0,0.996220123284983,0.093618
1.20E-05,169820.7,0.689585174397303,1181.90863554021,3.45E-09,1.25E-08,4.36E-07,0.000560674969764,4.39E-05,0.001194011085215,7.12E-05,0.001910587782623,0,0.996219098298302,0.0940323
1.22E-05,169820.7,0.689585174397303,1181.91223229774,3.67E-09,1.29E-08,4.47E-07,0.000560876095853,4.40E-05,0.001195967030318,7.28E-05,0.001907813769689,0,0.996218074805744,0.094445
1.25E-05,169820.7,0.689585174397303,1181.91591535479,3.90E-09,1.33E-08,4.58E-07,0.000561082440422,4.41E-05,0.001197927800616,7.43E-05,0.001905041564479,0,0.996217052806332,0.0948559
1.28E-05,169820.7,0.689585174397303,1181.92161669986,4.25E-09,1.40E-08,4.74E-07,0.000561402841583,4.42E-05,0.00120088748669,7.66E-05,0.001900872968538,0,0.996215517305827,0.0954707
1.31E-05,169820.7,0.689585174397303,1181.92750071498,4.63E-09,1.46E-08,4.90E-07,0.000561734988019,4.43E-05,0.001203856195995,7.89E-05,0.001896710257111,0,0.996213985180917,0.096081
1.34E-05,169820.7,0.689585174397303,1181.93356017459,5.02E-09,1.52E-08,5.06E-07,0.000562078821649,4.44E-05,0.001206832874645,8.12E-05,0.001892554401704,0,0.99621245642615,0.0966865
1.37E-05,169820.7,0.689585174397303,1181.93978821009,5.44E-09,1.59E-08,5.21E-07,0.00056243427663,4.44E-05,0.001209816535191,8.35E-05,0.001888406300407,0,0.996210931035335,0.0972869
1.40E-05,169820.7,0.689585174397303,1181.94617829125,5.87E-09,1.65E-08,5.37E-07,0.000562801280059,4.45E-05,0.001212806252798,8.57E-05,0.001884266782427,0,0.996209409001598,0.0978821
1.43E-05,169820.7,0.689585174397303,1181.95272420832,6.32E-09,1.71E-08,5.52E-07,0.000563179752638,4.45E-05,0.001215801161598,8.79E-05,0.001880136612408,0,0.996207890317437,0.0984717
1.46E-05,169820.7,0.689585174397303,1181.95942005514,6.79E-09,1.77E-08,5.66E-07,0.000563569609301,4.45E-05,0.001218800451222,9.01E-05,0.001876016494513,0,0.996206374974769,0.0990557
1.50E-05,169820.7,0.689585174397303,1181.96626021311,7.28E-09,1.83E-08,5.81E-07,0.000563970759793,4.45E-05,0.001221803363543,9.23E-05,0.00187190707626,0,0.996204862964981,0.0996338
1.53E-05,169820.7,0.689585174397303,1181.97323933607,7.79E-09,1.88E-08,5.95E-07,0.000564383109207,4.45E-05,0.001224809189604,9.45E-05,0.001867808952115,0,0.99620335427897,0.100206
1.56E-05,169820.7,0.689585174397303,1181.98035233595,8.32E-09,1.94E-08,6.09E-07,0.000564806558484,4.45E-05,0.001227817266724,9.66E-05,0.001863722666878,0,0.996201848907183,0.100772
1.59E-05,169820.7,0.689585174397303,1181.98759436919,8.87E-09,1.99E-08,6.22E-07,0.000565241004876,4.45E-05,0.001230826975748,9.88E-05,0.001859648718875,0,0.996200346839659,0.101332
1.62E-05,169820.7,0.689585174397303,1181.99496082374,9.43E-09,2.05E-08,6.35E-07,0.000565686342377,4.45E-05,0.001233837738454,0.000100867978908,0.001855587562965,0,0.996198848066063,0.101885
1.65E-05,169820.7,0.689585174397303,1182.00244730678,1.00E-08,2.10E-08,6.48E-07,0.000566142462122,4.45E-05,0.0012368490151,0.000102955922447,0.00185153961337,0,0.996197352575719,0.102432
1.68E-05,169820.7,0.689585174397303,1182.01004963315,1.06E-08,2.15E-08,6.61E-07,0.000566609252747,4.44E-05,0.001239860302118,0.000105022907054,0.001847505246325,0,0.996195860357642,0.102973
1.71E-05,169820.7,0.689585174397303,1182.01776381425,1.12E-08,2.20E-08,6.73E-07,0.000567086600734,4.44E-05,0.001242871129931,0.000107068693427,0.001843484802576,0,0.996194371400564,0.103507
1.74E-05,169820.7,0.689585174397303,1182.02558604759,1.19E-08,2.24E-08,6.84E-07,0.000567574390714,4.44E-05,0.001245881060895,0.00010909307706,0.001839478589724,0,0.996192885692967,0.104034
1.78E-05,169820.7,0.689585174397303,1182.03351270687,1.25E-08,2.29E-08,6.96E-07,0.000568072505757,4.43E-05,0.001248889687356,0.000111095885785,0.00183548688443,0,0.996191403223105,0.104555
1.81E-05,169820.7,0.689585174397303,1182.0415403325,1.32E-08,2.33E-08,7.07E-07,0.00056858082763,4.43E-05,0.001251896629816,0.000113076977453,0.001831509934483,0,0.996189923979024,0.105068
1.84E-05,169820.7,0.689585174397303,1182.04966562271,1.39E-08,2.37E-08,7.17E-07,0.00056909923704,4.42E-05,0.00125490153521,0.000115036237784,0.001827547960742,0,0.996188447948594,0.105576
1.87E-05,169820.7,0.689585174397303,1182.05788542508,1.45E-08,2.41E-08,7.28E-07,0.000569627613847,4.42E-05,0.001257904075274,0.000116973578336,0.00182360115896,0,0.996186975119519,0.106076
1.90E-05,169820.7,0.689585174397303,1182.06619672847,1.53E-08,2.45E-08,7.37E-07,0.000570165837269,4.41E-05,0.00126090394501,0.000118888934617,0.001819669701489,0,0.996185505479363,0.10657
1.93E-05,169820.7,0.689585174397303,1182.07459665548,1.60E-08,2.49E-08,7.47E-07,0.000570713786062,4.40E-05,0.001263900861242,0.000120782264313,0.001815753738889,0,0.996184039015564,0.107056
1.96E-05,169820.7,0.689585174397303,1182.08308245516,1.67E-08,2.52E-08,7.56E-07,0.000571271338685,4.40E-05,0.001266894561256,0.000122653545632,0.001811853401429,0,0.996182575715455,0.107536
1.99E-05,169820.7,0.689585174397303,1182.09165149625,1.75E-08,2.56E-08,7.65E-07,0.000571838373453,4.39E-05,0.00126988480151,0.000124502775759,0.001807968800495,0,0.996181115566274,0.10801
2.03E-05,169820.7,0.689585174397303,1182.1003012607,1.82E-08,2.59E-08,7.73E-07,0.000572414768669,4.38E-05,0.001272871356435,0.000126329969409,0.001804100029911,0,0.996179658555183,0.108476
2.06E-05,169820.7,0.689585174397303,1182.10902933752,1.90E-08,2.62E-08,7.81E-07,0.000573000402753,4.37E-05,0.001275854017294,0.00012813515748,0.001800247167178,0,0.996178204669278,0.108936
2.09E-05,169820.7,0.689585174397303,1182.11783341705,1.98E-08,2.65E-08,7.89E-07,0.00057359515435,4.37E-05,0.001278832591116,0.000129918385789,0.001796410274627,0,0.996176753895606,0.109389
2.12E-05,169820.7,0.689585174397303,1182.12671128542,2.06E-08,2.67E-08,7.96E-07,0.000574198902431,4.36E-05,0.001281806899689,0.000131679713899,0.00179258940051,0,0.996175306221169,0.109835
