,time,pressure,mass,temperature,H2,H,O,O2,OH,H2O,HO2,H2O2,N2,AR
21,8.12202565279875e-08,169820.69999999995,0.6895851743973026,1181.9956194825547,7.821853297210729e-18,5.731359061150277e-15,7.162776807349108e-13,0.0005565969869996861,8.571731959054111e-07,0.0011142023165645418,7.26813475743531e-09,0.002047757343872237,0.0,0.9962805789105108
22,9.79165672712185e-08,169820.6999999999,0.6895851743973026,1181.9947306460297,1.6347091675106332e-17,1.0028510284060345e-14,1.2519131845854589e-12,0.0005565969373279455,1.0315686065336441e-06,0.0011142054996595408,1.055013085092209e-08,0.0020476650411277043,0.0,0.9962804904018854
23,1.146128780144495e-07,169820.69999999998,0.6895851743973026,1181.9938457542312,3.0496872066341693e-17,1.606123477729163e-14,2.002646516009107e-12,0.0005565968876849338,1.2053507171095362e-06,0.001114209287708196,1.443680978752172e-08,0.0020475721377501504,0.0,0.996280401897311
24,1.4116160459052572e-07,169820.69999999992,0.6895851743973026,1181.992446781612,6.980394395793336e-17,2.994319732521036e-14,3.726206663661398e-12,0.0005565968088304965,1.4804229605553244e-06,0.001114216551548544,2.1856790809722685e-08,0.0020474231811100654,0.0,0.9962802611750032
25,1.6771033116660195e-07,169820.6999999999,0.6895851743973026,1181.991057694279,1.3866789108177113e-16,5.0108395029805695e-14,6.2227713900589435e-12,0.0005565967301173867,1.7539579214000352e-06,0.0011142253309898774,3.079132348992786e-08,0.0020472727202643834,0.0,0.9962801204631104
26,1.9425905774267818e-07,169820.6999999999,0.6895851743973026,1181.9896784383423,2.490841198166946e-16,7.77100303338669e-14,9.62996079458771e-12,0.0005565966515986727,2.025963760787772e-06,0.0011142356175205862,4.12316536380678e-08,0.0020471207640209974,0.0,0.9962799797617374
27,2.2080778431875442e-07,169820.69999999992,0.6895851743973026,1181.9883089602806,4.1503555004887545e-16,1.1389430289351826e-13,1.4083066494919692e-11,0.0005565965733356868,2.2964485959665687e-06,0.0011142474026764823,5.316906028415187e-08,0.0020469673211456624,0.0,0.9962798390709886
28,2.4735651089483065e-07,169820.6999999999,0.6895851743973026,1181.9869492069517,6.524962521498907e-16,1.5980076287870437e-13,1.9715040441945412e-11,0.0005565964953979332,2.565420499006911e-06,0.0011142606780421681,6.659485724140148e-08,0.002046812400360546,0.0,0.9962796983909675
29,2.739052374709069e-07,169820.69999999992,0.6895851743973026,1181.985599125594,9.794307471916953e-16,2.1656270579663736e-13,2.6656498126575952e-11,0.0005565964178629838,2.8328874961297442e-06,0.0011142754352517447,8.150039402068961e-08,0.0020466560103434336,0.0,0.9962795577217778
30,3.1438478363039006e-07,169820.69999999995,0.6895851743973026,1181.983559118668,1.6958137949710843e-15,3.265520877428003e-13,4.0050268561976116e-11,0.0005565963006142331,3.2378229605237167e-06,0.001114300769357965,1.0705593088681549e-07,0.0020464147499392924,0.0,0.9962793432608186
31,3.7982323093760945e-07,169820.6999999999,0.6895851743973026,1181.9803081127784,3.599733718449387e-15,5.734040165579251e-13,6.989990392936609e-11,0.0005565961143526284,3.885145131494504e-06,0.0011143488945762692,1.5552442173114386e-07,0.002046017628964622,0.0,0.9962789966220763
32,4.4526167824482884e-07,169820.6999999999,0.6895851743973026,1181.977114303672,6.775336379698581e-15,9.20108510068217e-13,1.1145424298399121e-10,0.000556595933606562,4.523563447282641e-06,0.001114405773568217,2.127240527653075e-07,0.0020456118407411695,0.0,0.996278650052203
33,5.107001255520483e-07,169820.69999999992,0.6895851743973026,1181.9739769380637,1.168865017227166e-14,1.38321085386882e-12,1.6644616854087336e-10,0.0005565957602914006,5.153193641330783e-06,0.0011144712858623244,2.7852880636534e-07,0.002045197510878987,0.0,0.9962783035526785
34,5.761385728592677e-07,169820.69999999992,0.6895851743973026,1181.9708952755961,1.8877060844812906e-14,1.979177746631405e-12,2.365315707101557e-10,0.0005565955965745657,5.774149864583625e-06,0.0011145453126907075,3.528139414528177e-07,0.002044774763436769,0.0,0.9962779571249623
35,6.415770201664872e-07,169820.69999999995,0.6895851743973026,1181.9678685885542,2.8949178470417355e-14,2.7244318944786165e-12,3.2329177125617334e-10,0.0005565954448630686,6.386544710879615e-06,0.001114627736960866,4.3545598782310237e-07,0.0020443437209405843,0.0,0.9962776107704916
36,7.070154674737066e-07,169820.69999999995,0.6895851743973026,1181.9648961616133,4.2584925328987256e-14,3.635378988816598e-12,4.282356773090007e-10,0.000556595307792453,6.990489239649006e-06,0.001114718443230541,5.263327409864671e-07,0.0020439045044006766,0.0,0.9962772644906821
37,7.724539147809261e-07,169820.69999999992,0.6895851743973026,1181.9619772915862,6.053573432574138e-14,4.728431950437438e-12,5.528019229893825e-10,0.0005565951882159024,7.5860929989841815e-06,0.0011148173176819104,6.253232560348116e-07,0.0020434572333287984,0.0,0.9962769182869274
38,8.378923620881455e-07,169820.69999999992,0.6895851743973026,1181.9591112871644,8.36248348587968e-14,6.020033347592464e-12,6.983610347813673e-10,0.0005565950891932969,8.17346404935887e-06,0.001114924248094972,7.323078407658758e-07,0.0020430020257562243,0.0,0.9962765721606008
39,9.03330809395365e-07,169820.69999999992,0.6895851743973026,1181.9562974686633,1.1274763820126696e-13,7.526675149515361e-12,8.662175631538994e-10,0.0005565950139804763,8.752708987236989e-06,0.0011150391238211237,8.471680486294624e-07,0.002042538998251779,0.0,0.9962762261130537
40,1.0292984002654685e-06,169820.6999999999,0.6895851743973026,1181.951025393675,1.8942364612425239e-13,1.1093395383818523e-11,1.256629996029398e-09,0.0005565949490416634,9.84525193781535e-06,0.0011152822246315714,1.0900127134523675e-06,0.002041626088052341,0.0,0.9962755602057104
41,1.1155914325417246e-06,169820.69999999987,0.6895851743973026,1181.9475215801333,2.6088193519470075e-13,1.4093514219582638e-11,1.578664740268214e-09,0.0005565949764377775,1.057691481227514e-05,0.001115465124091059,1.2725389471947731e-06,0.002040984645039025,0.0,0.9962751042076535
42,1.2018844648179806e-06,169820.6999999999,0.6895851743973026,1181.9441037156955,3.508667194740336e-13,1.759080428017107e-11,1.9478967679937993e-09,0.0005565950726762074,1.1295205883265908e-05,0.001115661053038532,1.4679103210838317e-06,0.0020403304360679824,0.0,0.9962746483561745
43,1.2881774970942367e-06,169820.69999999992,0.6895851743973026,1181.940770376172,4.623497614139389e-13,2.162419906389607e-11,2.366579350570453e-09,0.000556595247255398,1.2000352349088449e-05,0.001115869776212049,1.6758703678923946e-06,0.0020396637110215066,0.0,0.9962741926541281
44,1.3744705293704927e-06,169820.69999999995,0.6895851743973026,1181.937520167931,5.985346303456544e-13,2.6232966462661063e-11,2.8368038932802978e-09,0.0005565955100794913,1.2692577413478903e-05,0.0011160910626206268,1.8961662426203886e-06,0.0020389847156967486,0.0,0.9962737371043117
45,1.4607635616467487e-06,169820.69999999995,0.6895851743973026,1181.9343517272164,7.628597152652982e-13,3.145670265263188e-11,3.360505360621746e-09,0.0005565958714321054,1.3372100352325188e-05,0.001116324685471168,2.1285486964396885e-06,0.0020382936918595454,0.0,0.9962732817094635
46,1.5470565939230048e-06,169820.6999999999,0.6895851743973026,1181.9312637192847,9.590017295046976e-13,3.7335331638177484e-11,3.939469213529838e-09,0.0005565963419427486,1.4039136596771263e-05,0.0011165704220754008,2.3727720438732472e-06,0.002037590877310976,0.0,0.9962728264722667
47,1.6333496261992608e-06,169820.69999999992,0.6895851743973026,1181.928254837523,1.1908793820893695e-12,4.3909099564191594e-11,4.5753385002023565e-09,0.0005565969325526537,1.4693897819031981e-05,0.0011168280537540783,2.628594128242556e-06,0.002036876505956451,0.0,0.9962723713953509
48,1.7694135284706326e-06,169820.69999999992,0.6895851743973026,1181.923668189733,1.6392648463135438e-12,5.5784849093908924e-11,5.69716037478417e-09,0.0005565981350643185,1.5701868973304508e-05,0.0011172579243690288,3.054951391176929e-06,0.0020357271881556276,0.0,0.996271654177462
49,1.9054774307420043e-06,169820.6999999999,0.6895851743973026,1181.9192702112725,2.2045110762450212e-12,6.965001619246012e-11,6.9694179596303645e-09,0.0005565997094177919,1.668063526893626e-05,0.001117716013141707,3.5086349152334553e-06,0.002034550591700796,0.0,0.9962709373742832
50,2.041541333013376e-06,169820.69999999995,0.6895851743973026,1181.915056178832,2.9057736567588178e-12,8.566626515867738e-11,8.396608905419942e-09,0.0005566017022172004,1.763097226492081e-05,0.0011182015205626404,3.988747685005943e-06,0.002033347576757819,0.0,0.9962702209953315
51,2.177605235284748e-06,169820.69999999992,0.6895851743973026,1181.9110215205862,3.763807692897394e-12,1.039962320920337e-10,9.982524647716433e-09,0.000556604161182111,1.8553634532209582e-05,0.001118713669432313,4.494413474545955e-06,0.00203211898128093,0.0,0.9962695050498133
52,2.31366913755612e-06,169820.69999999992,0.6895851743973026,1181.9071618100347,4.800994579891903e-12,1.2480306675188828e-10,1.1730297285841226e-08,0.0005566071349368914,1.9449356288618576e-05,0.001119251704163554,5.024776523747237e-06,0.0020308656215550047,0.0,0.9962687895466309
53,2.449733039827492e-06,169820.69999999992,0.6895851743973026,1181.9034727600085,6.041365528305106e-12,1.4824995556423997e-10,1.3642444979784844e-08,0.0005566106728094227,2.0318852020823914e-05,0.0011198148900963209,5.579001209882551e-06,0.0020295882927310036,0.0,0.9962680744943962
54,2.585796942098864e-06,169820.6999999999,0.6895851743973026,1181.8999502169602,7.510621346228834e-12,1.7449961631142826e-10,1.5720914760177045e-08,0.00055661482464466,2.1162817084465305e-05,0.0011204025128389507,6.156271718460974e-06,0.0020282877693484237,0.0,0.9962673599014401
55,2.721860844370236e-06,169820.69999999992,0.6895851743973026,1181.8965901555978,9.236148028566912e-12,2.0371375872874053e-10,1.7967122168804402e-08,0.0005566196406361295,2.198192827684398e-05,0.00112101387764264,6.755791714561284e-06,0.002026964805840962,0.0,0.9962666457758168
56,2.857924746641608e-06,169820.69999999992,0.6895851743973026,1181.8933886738132,1.12470278298434e-11,2.360525255832004e-10,2.038198827981325e-08,0.0005566251711725315,2.2776844385694632e-05,0.0011216483088027562,7.376784013375208e-06,0.0020256201370273514,0.0,0.9962659321253103
57,2.99398864891298e-06,169820.69999999992,0.6895851743973026,1181.8903419878366,1.357404561330588e-11,2.716739323897801e-10,2.2965974795151078e-08,0.0005566314666957028,2.354820671953063e-05,0.001122305149079504,8.01849024930896e-06,0.002024254478590747,0.0,0.9962652189574425
58,3.130052551184352e-06,169820.69999999995,0.6895851743973026,1181.8874464275923,1.624969034563941e-11,3.1073331334989343e-10,2.571911737039183e-08,0.0005566385775689155,2.429663962133217e-05,0.0011229837591369316,8.680170544514298e-06,0.002022868527547763,0.0,0.9962645062794803
59,3.266116453455724e-06,169820.69999999992,0.6895851743973026,1181.8846984322731,1.9308151641496066e-11,3.5338277416507334e-10,2.8641057017034246e-08,0.0005566465539561718,2.502275096449516e-05,0.0011236835170026157,9.36110317803084e-06,0.0020214629627063425,0.0,0.9962637940984445
60,3.402180355727096e-06,169820.69999999992,0.6895851743973026,1181.8820945461355,2.278531128121449e-11,3.997706542889663e-10,3.1731069559731065e-08,0.00055665544571253,2.5727132630421043e-05,0.0011244038175485733,1.0060584256030915e-05,0.0020200384451118216,0.0,0.9962630824211152
61,3.538244257998468e-06,169820.69999999992,0.6895851743973026,1181.8796314144995,2.6718729660135552e-11,4.5004100464835126e-10,3.498809333154131e-08,0.0005566653022844343,2.6410360968735984e-05,0.0011251440719915096,1.0777927383163957e-05,0.0020185956184815695,0.0,0.9962623712540376
62,3.67430816026984e-06,169820.69999999992,0.6895851743973026,1181.8773057799344,3.1147627180838404e-11,5.043330864174821e-10,3.84107553029855e-08,0.0005566761726189212,2.7072997241632786e-05,0.0011259037074104515,1.1512463335108603e-05,0.002017135109629023,0.0,0.9962616606035288
63,3.8103720625412118e-06,169820.6999999999,0.6895851743973026,1181.8751144786177,3.6112860646921254e-11,5.627808937670214e-10,4.199739573677896e-08,0.0005566881050811046,2.7715588053241967e-05,0.0011266821662810397,1.2263539732715682e-05,0.002015657528877624,0.0,0.9962609504756849
64,3.946435964812584e-06,169820.6999999999,0.6895851743973026,1181.8730544368625,4.165689474422573e-11,6.255127021093532e-10,4.5746091404185684e-08,0.0005567011473796435,2.8338665764381872e-05,0.0011274789060263391,1.3030520718160763e-05,0.0020141634704647945,0.0,0.9962602408763856
65,4.082499867083955e-06,169820.69999999992,0.6895851743973026,1181.8711226678097,4.782376871178487e-11,6.926506436579487e-10,4.9654677422115094e-08,0.0005567153464997988,2.894274889303759e-05,0.0011282933985837145,1.3812786633373919e-05,0.002012653512936029,0.0,0.9962595318113022
66,4.218563769355327e-06,169820.69999999992,0.6895851743973026,1181.8693162682703,5.465905832485096e-11,7.643103124530839e-10,5.3720767802631914e-08,0.0005567307486435148,2.952834250116804e-05,0.001129125129986877,1.4609733700907098e-05,0.0020111282195293435,0.0,0.9962588232859011
67,4.422962059055402e-06,169820.6999999999,0.6895851743973026,1181.866832107997,6.628711046737573e-11,8.806939623080106e-10,6.011923302230203e-08,0.0005567562464110491,3.0374360372777925e-05,0.0011304058813808942,1.5833231802843985e-05,0.0020088092650853303,0.0,0.996257759948733
68,4.627360348755478e-06,169820.69999999992,0.6895851743973026,1181.8646152733224,7.969576677136487e-11,1.0078627528399326e-09,6.68577168707448e-08,0.0005567847111777365,3.118137489871725e-05,0.0011317227695036185,1.7086606961648397e-05,0.0020064587338418385,0.0,0.996256697858341
69,4.831758638455553e-06,169820.6999999999,0.6895851743973026,1181.862656898192,9.505764789531474e-11,1.1461151009249474e-09,7.392588093039895e-08,0.0005568162881275803,3.1950938190268553e-05,0.0011330742193275808,1.8368004763904797e-05,0.0020040783517063887,0.0,0.9962556370308305
70,5.0361569281556285e-06,169820.69999999992,0.6895851743973026,1181.8609484726335,1.1255189914845583e-10,1.2957085334562134e-09,8.131269841077156e-08,0.0005568511173859794,3.268454274379209e-05,0.001134458718010049,1.9675643758676463e-05,0.002001669775739088,0.0,0.9962545774814037
71,5.240555217855704e-06,169820.69999999992,0.6895851743973026,1181.859481824839,1.3236370113378515e-10,1.456858257540829e-09,8.900656005461744e-08,0.0005568893338297521,3.338362382650483e-05,0.0011358748123310722,2.1007813167186697e-05,0.001999234596668383,0.0,0.9962535192243951
72,5.444953507555779e-06,169820.69999999995,0.6895851743973026,1181.8582491042234,1.546837503224601e-10,1.6297360620221514e-09,9.699537214513391e-08,0.0005569310669351365,3.4049561766572034e-05,0.001137321106236751,2.23628706299451e-05,0.001996774341330212,0.0,0.9962524622733094
73,5.649351797255855e-06,169820.6999999999,0.6895851743973026,1181.8572427654926,1.797077097419247e-10,1.8144695637376366e-09,1.0526664642119456e-07,0.0005569764406640264,3.4683684143692374e-05,0.0011387962584920636,2.3739239995333513e-05,0.001994290475026459,0.0,0.9962514066408548
74,5.85375008695593e-06,169820.6999999999,0.6895851743973026,1181.856455553803,2.0763562853090758e-10,2.0111418222353315e-09,1.1380758121136176e-07,0.0005570255733913722,3.528726787116201e-05,0.0011402989804532907,2.513540915454872e-05,0.0019917844037948902,0.0,0.9962503523389761
75,6.058148376656006e-06,169820.6999999999,0.6895851743973026,1181.8558804909421,2.3867133478732883e-10,2.21979130890731e-09,1.226051344204315e-07,0.0005570785778695992,3.586154117518964e-05,0.0011418280339534903,2.654992792401039e-05,0.0019892574765936295,0.0,0.9962492993788871
76,6.262546666356081e-06,169820.69999999992,0.6895851743973026,1181.8555108623693,2.7302180907973003e-10,2.440412193913476e-09,1.3164608969186317e-07,0.0005571355612222955,3.6407685485002574e-05,0.0011433822292858439,2.798140597420083e-05,0.0019867109874089485,0.0,0.9962482477711
77,6.4669449560561565e-06,169820.6999999999,0.6895851743973026,1181.8553402050136,3.108965442428865e-10,2.672954921947478e-09,1.4091711661850241e-07,0.0005571966249619497,3.692683724236754e-05,0.0011449604232752339,2.9428510804852396e-05,0.001984146177291757,0.0,0.9962471975254558
78,6.671343245756232e-06,169820.6999999999,0.6895851743973026,1181.855362295798,3.5250689477685115e-10,2.917327060926363e-09,1.5040482528100292e-07,0.0005572618650297713,3.742008963268844e-05,0.001146561517435641,3.0889965767714365e-05,0.0019815642363235583,0.0,0.9962461486511514
79,6.875741535456307e-06,169820.6999999999,0.6895851743973026,1181.8555711408649,3.980654190221759e-10,3.1733944081169973e-09,1.6009581532270393e-07,0.0005573313718560697,3.788849423926389e-05,0.0011481844562115982,3.2364548137962466e-05,0.0019789663055123554,0.0,0.9962451011567676
80,7.080139825156383e-06,169820.69999999995,0.6895851743973026,1181.8559609654535,4.477852182960434e-10,3.440982330912261e-09,1.699767199952767e-07,0.0005574052304385224,3.833306262499155e-05,0.0011498282252989137,3.3851087234360826e-05,0.0019763534786210787,0.0,0.9962440550502946
81,7.284538114856458e-06,169820.69999999995,0.6895851743973026,1181.8565262043637,5.018792775405098e-10,3.7198773155078727e-09,1.8003424570117819e-07,0.0005574835204352338,3.875476784691921e-05,0.001151491850038661,3.5348462587819505e-05,0.001973726803932019,0.0,0.9962430103391571
82,7.488936404556534e-06,169820.69999999995,0.6895851743973026,1181.8572614929583,5.605598115067247e-10,4.009828698414471e-09,1.9025520744902097e-07,0.0005575663162701265,3.9154545907841845e-05,0.0011531743938797512,3.685560215815562e-05,0.001971087285949926,0.0,0.9962419670302383
83,7.693334694256609e-06,169820.69999999995,0.6895851743973026,1181.8581616586685,6.240376198980106e-10,4.310550558488835e-09,2.0062656051336902e-07,0.0005576536872489398,3.9533297147805686e-05,0.0011548749569069417,3.837148059904501e-05,0.001968435887045548,0.0,0.9962409251299029
84,7.897732983956685e-06,169820.69999999992,0.6895851743973026,1181.8592217129735,6.925214546972913e-10,4.621723747790476e-09,2.1113542856352745e-07,0.0005577456976842945,3.989188757817495e-05,0.0011565926744313202,3.9895117571014715e-05,0.0019657735290413004,0.0,0.9962398846440202
85,8.102131273656762e-06,169820.69999999992,0.6895851743973026,1181.8604368438173,7.662174028976859e-10,4.9429980389258575e-09,2.2176912854979934e-07,0.000557842407028211,4.023115016127626e-05,0.0011583267156399387,4.142557610206633e-05,0.0019631010947411135,0.0,0.9962388455779834
86,8.306529563356838e-06,169820.69999999995,0.6895851743973026,1181.8618024084315,8.453282877082585e-10,5.273994366582966e-09,2.3251519263419347e-07,0.000557943870010516,4.055188603866914e-05,0.0011600762823012246,4.296196099538868e-05,0.0019604194294065747,0.0,0.9962378079367323
87,8.510927853056914e-06,169820.69999999995,0.6895851743973026,1181.8633139265323,9.300530909905529e-10,5.614307142092825e-09,2.433613874169346e-07,0.0005580501367817935,4.085486571071798e-05,0.0011618406075232096,4.450341728361483e-05,0.0019577293421812656,0.0,0.9962367717247718
88,8.71532614275699e-06,169820.69999999992,0.6895851743973026,1181.8649670738675,1.0205863993546142e-09,5.963506621261547e-09,2.542957306747351e-07,0.0005581612530597715,4.11408301697784e-05,0.0011636189545620257,4.6049128729069965e-05,0.001955031607464979,0.0,0.9962357369461906
89,8.919724432457067e-06,169820.69999999992,0.6895851743973026,1181.8667576760913,1.117117876091432e-09,6.321141306801702e-09,2.65306505810305e-07,0.0005582772602781481,4.141049198917118e-05,0.001165410615678278,4.759831636938549e-05,0.001952326966239436,0.0,0.9962347036046806
90,9.124122722157143e-06,169820.69999999992,0.6895851743973026,1181.8686817029416,1.219831760900661e-09,6.68674036757877e-09,2.7638227420547556e-07,0.0005583981957369344,4.166453637007936e-05,0.0011672149110389346,4.915023710777041e-05,0.001949616127347159,0.0,0.9962336717035527
91,9.32852101185722e-06,169820.69999999995,0.6895851743973026,1181.8707352627023,1.328906399129037e-09,7.059816057914154e-09,2.875118856590851e-07,0.0005585240927534718,4.19036221484069e-05,0.0011690311876624915,5.070418234718082e-05,0.0019468997687251079,0.0,0.9962326412457553
92,9.532919301557295e-06,169820.69999999992,0.6895851743973026,1181.872914596929,1.4445138019641428e-09,7.439866121424977e-09,2.9868448707438696e-07,0.0005586549808133954,4.2128382763474216e-05,0.0011708588184053484,5.225947666760673e-05,0.001944178538594599,0.0,0.9962316122338886
93,9.737317591257372e-06,169820.69999999995,0.6895851743973026,1181.875216075422,1.5668192387614206e-09,7.826376165181851e-09,3.098895295454451e-07,0.0005587908857209129,4.2339427190276353e-05,0.001172697200987497,5.381547654567357e-05,0.0019414530566089596,0.0,0.9962305846702219
94,9.941715880957448e-06,169820.69999999992,0.6895851743973026,1181.877636191431,1.6959808624359901e-09,8.218821991207992e-09,3.2111677398078644e-07,0.0005589318297478508,4.2537340836927586e-05,0.0011745457570557349,5.5371569115724486e-05,0.0019387239149603044,0.0,0.9962295585567066
95,1.0146114170657524e-05,169820.69999999992,0.6895851743973026,1181.880171557076,1.8321493686181317e-09,8.616671873534378e-09,3.323562953935811e-07,0.0005590778317809772,4.272268640883725e-05,0.0011764039312827097,5.6927170971520035e-05,0.001935991679446804,0.0,0.9962285338949926
96,1.03505124603576e-05,169820.69999999992,0.6895851743973026,1181.8828188989708,1.9754676890423224e-09,9.019388770219549e-09,3.435984859783668e-07,0.0005592289074671811,4.2896004741074826e-05,0.0011782711905001864,5.848172700767262e-05,0.00193325689050176,0.0,0.9962275106864397
97,1.0554910750057677e-05,169820.69999999992,0.6895851743973026,1181.8855750540376,2.1260707194153076e-09,9.426432460950195e-09,3.548340570847365e-07,0.0005593850693561404,4.3057815600289974e-05,0.0011801470228650396,6.0034709299922164e-05,0.0019305200641857592,0.0,0.9962264889321327
98,1.0759309039757753e-05,169820.69999999992,0.6895851743973026,1181.8884369655013,2.2840850817952683e-09,9.837261602028265e-09,3.66054040189531e-07,0.0005595463270401739,4.320861845746746e-05,0.0011820309370565655,6.158561602335037e-05,0.0019277816931431281,0.0,0.9962254686328924
99,1.096370732945783e-05,169820.6999999999,0.6895851743973026,1181.8914016790507,2.449628921315302e-09,1.0251335691694185e-08,3.7724978696140043e-07,0.0005597126872910197,4.3348893232725076e-05,0.0011839224615037868,6.313397040762185e-05,0.0019250422475238693,0.0,0.9962244497892894
