,,,,,,time,pressure,mass,temperature,H2,H,O,O2,OH,H2O,HO2,H2O2,N2,AR,Absorbance
,,,,,,1.13E-06,169820.7,0.689585174397303,1181.94696927029,2.75E-13,1.46E-11,1.64E-09,0.000556594765351,1.07E-05,0.001115496359969,1.30E-06,0.002040879560719,0,0.996275030978095,0.0754887
,,,,,,1.29E-06,169820.7,0.689585174397303,1181.94089082884,4.59E-13,2.15E-11,2.35E-09,0.000556594877259,1.20E-05,0.001115862925061,1.67E-06,0.002039686583196,0,0.996274208955871,0.0755672
,,,,,,1.44E-06,169820.7,0.689585174397303,1181.93508316628,7.24E-13,3.02E-11,3.24E-09,0.000556595219482,1.32E-05,0.0011162703619,2.08E-06,0.002038453704395,0,0.996273387502819,0.0756576
,,,,,,1.60E-06,169820.7,0.689585174397303,1181.92953810884,1.09E-12,4.11E-11,4.30E-09,0.000556595841331,1.44E-05,0.001116717331607,2.52E-06,0.002037182336097,0,0.996272566631453,0.0757596
,,,,,,1.75E-06,169820.7,0.689585174397303,1181.92424778077,1.58E-12,5.43E-11,5.55E-09,0.00055659679493,1.56E-05,0.001117202538198,3.00E-06,0.002035873847994,0,0.996271746353803,0.0758726
,,,,,,1.91E-06,169820.7,0.689585174397303,1181.91920459152,2.22E-12,7.00E-11,7.00E-09,0.000556598134794,1.67E-05,0.001117724727109,3.52E-06,0.002034529568867,0,0.996270926681436,0.0759963
,,,,,,2.06E-06,169820.7,0.689585174397303,1181.91440122341,3.04E-12,8.86E-11,8.65E-09,0.000556599917448,1.78E-05,0.001118282683785,4.07E-06,0.002033150787735,0,0.996270107625469,0.0761303
,,,,,,2.22E-06,169820.7,0.689585174397303,1181.90983061996,4.07E-12,1.10E-10,1.05E-08,0.000556602201058,1.88E-05,0.00111887523231,4.66E-06,0.002031738754979,0,0.996269289196588,0.0762742
,,,,,,2.38E-06,169820.7,0.689585174397303,1181.90548597473,5.34E-12,1.35E-10,1.26E-08,0.000556605045111,1.98E-05,0.001119501234095,5.28E-06,0.00203029468343,0,0.996268471405056,0.0764277
,,,,,,2.53E-06,169820.7,0.689585174397303,1181.90136072085,6.90E-12,1.64E-10,1.49E-08,0.000556608510111,2.08E-05,0.001120159586621,5.93E-06,0.002028819749433,0,0.99626765426073,0.0765903
,,,,,,2.69E-06,169820.7,0.689585174397303,1181.89744852098,8.78E-12,1.96E-10,1.74E-08,0.000556612657308,2.18E-05,0.001120849222227,6.61E-06,0.002027315093877,0,0.996266837773069,0.0767617
,,,,,,2.84E-06,169820.7,0.689585174397303,1181.89374325782,1.10E-11,2.32E-10,2.01E-08,0.000556617548451,2.27E-05,0.001121569106944,7.31E-06,0.002025781823201,0,0.99626602195115,0.0769415
,,,,,,3.00E-06,169820.7,0.689585174397303,1181.89023902501,1.37E-11,2.73E-10,2.30E-08,0.000556623245559,2.36E-05,0.001122318239373,8.05E-06,0.002024221010375,0,0.996265206803683,0.0771295
,,,,,,3.16E-06,169820.7,0.689585174397303,1181.88693011853,1.68E-11,3.18E-10,2.62E-08,0.000556629810714,2.44E-05,0.001123095649605,8.81E-06,0.002022633695848,0,0.996264392339014,0.0773253
,,,,,,3.31E-06,169820.7,0.689585174397303,1181.88381102852,2.04E-11,3.68E-10,2.96E-08,0.000556637305876,2.52E-05,0.001123900398176,9.60E-06,0.002021020888477,0,0.996263578565144,0.0775286
,,,,,,3.47E-06,169820.7,0.689585174397303,1181.88087643144,2.46E-11,4.23E-10,3.32E-08,0.000556645792711,2.60E-05,0.001124731575074,1.04E-05,0.002019383566429,0,0.996262765489739,0.077739
,,,,,,3.62E-06,169820.7,0.689585174397303,1181.87812118264,2.94E-11,4.83E-10,3.70E-08,0.000556655332445,2.68E-05,0.001125588298765,1.12E-05,0.002017722678057,0,0.996261953120136,0.0779563
,,,,,,3.78E-06,169820.7,0.689585174397303,1181.8755403093,3.49E-11,5.49E-10,4.11E-08,0.000556665985722,2.75E-05,0.001126469715273,1.21E-05,0.002016039142752,0,0.996261141463359,0.0781802
,,,,,,3.93E-06,169820.7,0.689585174397303,1181.87312900369,4.11E-11,6.20E-10,4.53E-08,0.000556677812484,2.83E-05,0.001127374997276,1.30E-05,0.002014333851775,0,0.996260330526124,0.0784104
,,,,,,4.09E-06,169820.7,0.689585174397303,1181.87088261671,4.82E-11,6.96E-10,4.98E-08,0.00055669087186,2.90E-05,0.001128303343248,1.39E-05,0.002012607669066,0,0.996259520314854,0.0786466
,,,,,,4.25E-06,169820.7,0.689585174397303,1181.86879665178,5.61E-11,7.79E-10,5.45E-08,0.000556705222072,2.96E-05,0.001129253976625,1.48E-05,0.002010861432025,0,0.996258710835685,0.0788885
,,,,,,4.40E-06,169820.7,0.689585174397303,1181.86686675897,6.50E-11,8.68E-10,5.93E-08,0.000556720920348,3.03E-05,0.001130226145002,1.57E-05,0.002009095952279,0,0.996257902094473,0.079136
,,,,,,4.56E-06,169820.7,0.689585174397303,1181.86508872948,7.49E-11,9.63E-10,6.44E-08,0.000556738022847,3.09E-05,0.001131219119362,1.67E-05,0.002007312016424,0,0.996257094096809,0.0793887
,,,,,,4.71E-06,169820.7,0.689585174397303,1181.86345849024,8.59E-11,1.06E-09,6.97E-08,0.000556756584594,3.15E-05,0.001132232193327,1.76E-05,0.002005510386748,0,0.996256286848024,0.0796465
,,,,,,4.87E-06,169820.7,0.689585174397303,1181.86197209889,9.81E-11,1.17E-09,7.51E-08,0.000556776659424,3.21E-05,0.001133264682436,1.86E-05,0.002003691801933,0,0.996255480353198,0.079909
,,,,,,5.02E-06,169820.7,0.689585174397303,1181.86062573889,1.12E-10,1.29E-09,8.08E-08,0.000556798299931,3.26E-05,0.001134315923455,1.96E-05,0.002001856977741,0,0.996254674617166,0.080176
,,,,,,5.18E-06,169820.7,0.689585174397303,1181.8594157149,1.26E-10,1.41E-09,8.66E-08,0.000556821557432,3.32E-05,0.001135385273703,2.07E-05,0.002000006607675,0,0.99625386964453,0.0804474
,,,,,,5.34E-06,169820.7,0.689585174397303,1181.85833844831,1.42E-10,1.54E-09,9.26E-08,0.00055684648193,3.37E-05,0.001136472110403,2.17E-05,0.001998141363629,0,0.996253065439662,0.0807229
,,,,,,5.49E-06,169820.7,0.689585174397303,1181.85739047307,1.60E-10,1.67E-09,9.88E-08,0.000556873122089,3.42E-05,0.00113757583006,2.27E-05,0.001996261896512,0,0.996252262006714,0.0810023
,,,,,,5.65E-06,169820.7,0.689585174397303,1181.85656843158,1.80E-10,1.81E-09,1.05E-07,0.000556901525208,3.47E-05,0.001138695847852,2.38E-05,0.001994368836865,0,0.996251459349627,0.0812854
,,,,,,5.80E-06,169820.7,0.689585174397303,1181.8558690708,2.01E-10,1.96E-09,1.12E-07,0.00055693173721,3.51E-05,0.001139831597052,2.49E-05,0.001992462795449,0,0.996250657472133,0.081572
,,,,,,5.96E-06,169820.7,0.689585174397303,1181.8552892386,2.23E-10,2.12E-09,1.18E-07,0.000556963802627,3.56E-05,0.001140982528458,2.59E-05,0.001990544363826,0,0.996249856377766,0.081862
,,,,,,6.12E-06,169820.7,0.689585174397303,1181.85482588014,2.48E-10,2.28E-09,1.25E-07,0.000556997764596,3.60E-05,0.001142148109855,2.70E-05,0.001988614114922,0,0.996249056069867,0.082155
,,,,,,6.27E-06,169820.7,0.689585174397303,1181.8544760345,2.75E-10,2.45E-09,1.32E-07,0.000557033664852,3.64E-05,0.001143327825479,2.81E-05,0.001986672603568,0,0.99624825655159,0.082451
,,,,,,6.43E-06,169820.7,0.689585174397303,1181.85423683141,3.03E-10,2.63E-09,1.39E-07,0.000557071543734,3.68E-05,0.001144521175517,2.92E-05,0.001984720367038,0,0.996247457825908,0.0827498
,,,,,,6.58E-06,169820.7,0.689585174397303,1181.8541054881,3.34E-10,2.81E-09,1.46E-07,0.000557111440184,3.72E-05,0.001145727675608,3.04E-05,0.001982757925556,0,0.996246659895622,0.0830513
,,,,,,6.82E-06,169820.7,0.689585174397303,1181.85410511265,3.85E-10,3.10E-09,1.57E-07,0.00055717531183,3.78E-05,0.001147565595778,3.21E-05,0.001979788927293,0,0.996245461563703,0.0835091
,,,,,,7.05E-06,169820.7,0.689585174397303,1181.8543337044,4.41E-10,3.41E-09,1.69E-07,0.000557243951748,3.83E-05,0.001149430656679,3.38E-05,0.001976799634655,0,0.996244265044385,0.0839719
,,,,,,7.29E-06,169820.7,0.689585174397303,1181.85478283028,5.02E-10,3.73E-09,1.80E-07,0.00055731747482,3.88E-05,0.001151321394575,3.55E-05,0.001973791613829,0,0.996243070345129,0.0844393
,,,,,,7.52E-06,169820.7,0.689585174397303,1181.85544443376,5.70E-10,4.06E-09,1.92E-07,0.000557395989099,3.93E-05,0.00115323641332,3.73E-05,0.001970766355992,0,0.996241877472641,0.0849107
,,,,,,7.75E-06,169820.7,0.689585174397303,1181.8563108164,6.44E-10,4.41E-09,2.04E-07,0.000557479595957,3.97E-05,0.001155174381296,3.90E-05,0.001967725280611,0,0.996240686432913,0.0853858
,,,,,,7.99E-06,169820.7,0.689585174397303,1181.85737462021,7.25E-10,4.77E-09,2.16E-07,0.000557568390234,4.01E-05,0.001157134028478,4.08E-05,0.001964669738632,0,0.996239497231254,0.085864
,,,,,,8.22E-06,169820.7,0.689585174397303,1181.85862881097,8.13E-10,5.15E-09,2.28E-07,0.00055766246041,4.05E-05,0.001159114143621,4.26E-05,0.001961601015539,0,0.99623830987233,0.086345
,,,,,,8.46E-06,169820.7,0.689585174397303,1181.86006666253,9.08E-10,5.53E-09,2.41E-07,0.000557761888782,4.09E-05,0.001161113571592,4.44E-05,0.001958520334273,0,0.996237124360192,0.0868283
,,,,,,8.69E-06,169820.7,0.689585174397303,1181.8616817421,1.01E-09,5.93E-09,2.53E-07,0.00055786675165,4.12E-05,0.001163131210832,4.62E-05,0.001955428858024,0,0.99623594069831,0.0873137
,,,,,,8.93E-06,169820.7,0.689585174397303,1181.86346789624,1.12E-09,6.35E-09,2.66E-07,0.000557977119516,4.15E-05,0.001165166010939,4.80E-05,0.001952327692904,0,0.996234758889602,0.0878007
,,,,,,9.16E-06,169820.7,0.689585174397303,1181.86541923767,1.24E-09,6.77E-09,2.79E-07,0.000558093057277,4.18E-05,0.001167216970355,4.98E-05,0.001949217890509,0,0.99623357893646,0.088289
,,,,,,9.39E-06,169820.7,0.689585174397303,1181.86753013268,1.37E-09,7.20E-09,2.92E-07,0.000558214624425,4.21E-05,0.001169283134161,5.16E-05,0.001946100450374,0,0.996232400840782,0.0887784
,,,,,,9.63E-06,169820.7,0.689585174397303,1181.86979518929,1.50E-09,7.64E-09,3.04E-07,0.000558341875249,4.24E-05,0.001171363591966,5.34E-05,0.001942976322322,0,0.996231224603993,0.0892684
,,,,,,9.86E-06,169820.7,0.689585174397303,1181.87220924599,1.65E-09,8.09E-09,3.17E-07,0.000558474859038,4.26E-05,0.001173457475908,5.52E-05,0.001939846408714,0,0.996230050227074,0.0897589
,,,,,,1.01E-05,169820.7,0.689585174397303,1181.87476736103,1.80E-09,8.55E-09,3.30E-07,0.000558613620274,4.29E-05,0.001175563958728,5.70E-05,0.001936711566593,0,0.99622887771058,0.0902495
,,,,,,1.03E-05,169820.7,0.689585174397303,1181.87746480233,1.97E-09,9.02E-09,3.43E-07,0.000558758198836,4.31E-05,0.001177682251947,5.88E-05,0.001933572609749,0,0.996227707054669,0.09074
,,,,,,1.06E-05,169820.7,0.689585174397303,1181.88029703781,2.14E-09,9.49E-09,3.56E-07,0.000558908630193,4.33E-05,0.001179811604113,6.07E-05,0.001930430310684,0,0.996226538259116,0.0912302
,,,,,,1.08E-05,169820.7,0.689585174397303,1181.88325972626,2.32E-09,9.96E-09,3.69E-07,0.000559064945591,4.35E-05,0.00118195129913,6.25E-05,0.001927285402502,0,0.99622537132334,0.0917198
,,,,,,1.10E-05,169820.7,0.689585174397303,1181.88634870863,2.52E-09,1.04E-08,3.82E-07,0.000559227172245,4.37E-05,0.001184100654668,6.43E-05,0.001924138580707,0,0.99622420624642,0.0922086
,,,,,,1.13E-05,169820.7,0.689585174397303,1181.88955999972,2.72E-09,1.09E-08,3.95E-07,0.000559395333521,4.38E-05,0.001186259020632,6.61E-05,0.001920990504928,0,0.996223043027113,0.0926964
,,,,,,1.15E-05,169820.7,0.689585174397303,1181.89288978037,2.94E-09,1.14E-08,4.08E-07,0.000559569449112,4.40E-05,0.001188425777713,6.79E-05,0.001917841800573,0,0.996221881663872,0.0931831
,,,,,,1.17E-05,169820.7,0.689585174397303,1181.89633438986,3.16E-09,1.19E-08,4.21E-07,0.000559749535211,4.41E-05,0.001190600335993,6.97E-05,0.001914693060399,0,0.996220722154867,0.0936684
,,,,,,1.20E-05,169820.7,0.689585174397303,1181.89989031886,3.39E-09,1.24E-08,4.34E-07,0.000559935604679,4.42E-05,0.001192782133617,7.15E-05,0.001911544846025,0,0.996219564497992,0.0941521
,,,,,,1.22E-05,169820.7,0.689585174397303,1181.90355420255,3.64E-09,1.29E-08,4.47E-07,0.000560127667211,4.43E-05,0.001194970635519,7.33E-05,0.001908397689373,0,0.996218408690889,0.0946341
,,,,,,1.24E-05,169820.7,0.689585174397303,1181.90732281415,3.90E-09,1.34E-08,4.59E-07,0.000560325729486,4.45E-05,0.001197165332215,7.51E-05,0.001905252094045,0,0.996217254730959,0.0951143
,,,,,,1.27E-05,169820.7,0.689585174397303,1181.91119305874,4.17E-09,1.39E-08,4.72E-07,0.000560529795322,4.45E-05,0.001199365738635,7.69E-05,0.001902108536643,0,0.996216102615373,0.0955925
,,,,,,1.29E-05,169820.7,0.689585174397303,1181.91516196732,4.44E-09,1.44E-08,4.84E-07,0.000560739865822,4.46E-05,0.001201571393018,7.86E-05,0.001898967468025,0,0.996214952341091,0.0960685
,,,,,,1.31E-05,169820.7,0.689585174397303,1181.91922669121,4.73E-09,1.48E-08,4.96E-07,0.000560955939514,4.47E-05,0.001203781855851,8.04E-05,0.00189582931451,0,0.99621380390487,0.0965423
,,,,,,1.34E-05,169820.7,0.689585174397303,1181.92338449667,5.03E-09,1.53E-08,5.08E-07,0.000561178012481,4.48E-05,0.001205996708856,8.22E-05,0.00189269447903,0,0.996212657303277,0.0970138
,,,,,,1.36E-05,169820.7,0.689585174397303,1181.92763275975,5.35E-09,1.58E-08,5.20E-07,0.000561406078499,4.49E-05,0.001208215554022,8.39E-05,0.001889563342224,0,0.996211512532701,0.0974827
,,,,,,1.38E-05,169820.7,0.689585174397303,1181.93196896139,5.67E-09,1.63E-08,5.32E-07,0.00056164012915,4.49E-05,0.001210438012676,8.57E-05,0.001886436263491,0,0.996210369589364,0.097949
,,,,,,1.41E-05,169820.7,0.689585174397303,1181.93639068277,6.00E-09,1.67E-08,5.44E-07,0.00056188015395,4.50E-05,0.001212663724603,8.74E-05,0.001883313581992,0,0.996209228469329,0.0984126
,,,,,,1.43E-05,169820.7,0.689585174397303,1181.9408956008,6.35E-09,1.72E-08,5.55E-07,0.000562126140455,4.50E-05,0.001214892347199,8.91E-05,0.001880195617605,0,0.996208089168514,0.0988735
,,,,,,1.45E-05,169820.7,0.689585174397303,1181.94548148389,6.71E-09,1.77E-08,5.67E-07,0.000562378074375,4.50E-05,0.001217123554658,9.08E-05,0.001877082671842,0,0.996206951682697,0.0993315
,,,,,,1.48E-05,169820.7,0.689585174397303,1181.95014618783,7.07E-09,1.81E-08,5.78E-07,0.000562635939673,4.51E-05,0.001219357037208,9.25E-05,0.001873975028721,0,0.996205816007527,0.0997865
,,,,,,1.50E-05,169820.7,0.689585174397303,1181.95488765196,7.45E-09,1.86E-08,5.89E-07,0.000562899718666,4.51E-05,0.001221592500366,9.42E-05,0.001870872955599,0,0.996204682138532,0.100238
,,,,,,1.53E-05,169820.7,0.689585174397303,1181.95970389537,7.84E-09,1.90E-08,6.00E-07,0.000563169392118,4.51E-05,0.001223829664234,9.59E-05,0.001867776703969,0,0.996203550071127,0.100687
,,,,,,1.55E-05,169820.7,0.689585174397303,1181.96459301341,8.24E-09,1.94E-08,6.11E-07,0.00056344493933,4.51E-05,0.001226068262829,9.76E-05,0.001864686510218,0,0.996202419800622,0.101133
,,,,,,1.57E-05,169820.7,0.689585174397303,1181.96955317426,8.65E-09,1.99E-08,6.21E-07,0.000563726338228,4.52E-05,0.001228308043431,9.93E-05,0.001861602596352,0,0.99620129132223,0.101576
,,,,,,1.60E-05,169820.7,0.689585174397303,1181.97458261568,9.07E-09,2.03E-08,6.32E-07,0.000564013565438,4.52E-05,0.001230548765976,0.000100927520914,0.001858525170689,0,0.996200164631069,0.102015
,,,,,,1.63E-05,169820.7,0.689585174397303,1181.98225988941,9.73E-09,2.09E-08,6.47E-07,0.000564455679708,4.52E-05,0.001233914117567,0.000103395400524,0.00185391752531,0,0.996198476433019,0.102668
,,,,,,1.67E-05,169820.7,0.689585174397303,1181.99008404268,1.04E-08,2.15E-08,6.61E-07,0.000564910787375,4.52E-05,0.001237280357681,0.000105838645161,0.001849325550676,0,0.996196792235081,0.103314
,,,,,,1.70E-05,169820.7,0.689585174397303,1181.99804990425,1.11E-08,2.21E-08,6.76E-07,0.000565378795158,4.51E-05,0.00124064681726,0.000108256778815,0.001844749797347,0,0.996195112019776,0.103951
,,,,,,1.74E-05,169820.7,0.689585174397303,1182.00615258437,1.18E-08,2.26E-08,6.90E-07,0.000565859604967,4.51E-05,0.001244012877879,0.000110649384327,0.00184019076162,0,0.996193435769314,0.104581
,,,,,,1.77E-05,169820.7,0.689585174397303,1182.01438745629,1.26E-08,2.31E-08,7.03E-07,0.000566353114354,4.51E-05,0.001247377968245,0.000113016099086,0.001835648889429,0,0.996191763465628,0.105203
,,,,,,1.81E-05,169820.7,0.689585174397303,1182.02275013881,1.33E-08,2.36E-08,7.16E-07,0.000566859216926,4.51E-05,0.001250741560902,0.000115356610972,0.001831124580003,0,0.996190095090412,0.105816
,,,,,,1.84E-05,169820.7,0.689585174397303,1182.03123647994,1.41E-08,2.41E-08,7.28E-07,0.00056737780274,4.50E-05,0.00125410316914,0.000117670654567,0.001826618189311,0,0.996188430625154,0.106422
,,,,,,1.88E-05,169820.7,0.689585174397303,1182.0398425416,1.49E-08,2.46E-08,7.40E-07,0.000567908758654,4.50E-05,0.001257462344119,0.000119958007639,0.001822130033235,0,0.996186770051167,0.107019
,,,,,,1.91E-05,169820.7,0.689585174397303,1182.04856458557,1.57E-08,2.50E-08,7.52E-07,0.000568451968657,4.49E-05,0.001260818672212,0.000122218487896,0.001817660390516,0,0.996185113349612,0.107608
,,,,,,1.95E-05,169820.7,0.689585174397303,1182.05739906027,1.66E-08,2.54E-08,7.63E-07,0.000569007314173,4.49E-05,0.001264171772519,0.000124451949975,0.001813209505487,0,0.996183460501531,0.108188
,,,,,,1.98E-05,169820.7,0.689585174397303,1182.06634258843,1.74E-08,2.58E-08,7.73E-07,0.000569574674338,4.48E-05,0.001267521294547,0.000126658282618,0.001808777590631,0,0.996181811487865,0.108761
,,,,,,2.02E-05,169820.7,0.689585174397303,1182.07539195552,1.83E-08,2.62E-08,7.84E-07,0.000570153926263,4.48E-05,0.001270866916045,0.000128837406051,0.00180436482896,0,0.996180166289481,0.109324
