,,,,,,time,pressure,mass,temperature,H2,H,O,O2,OH,H2O,HO2,H2O2,N2,AR,Absorbance
,,,,,,1.13E-06,169820.7,0.689585174397303,1181.94696905227,2.75E-13,1.46E-11,1.64E-09,0.000556594765364,1.07E-05,0.001115496372113,1.30E-06,0.002040879519566,0,0.996275030949234,0.0754887
,,,,,,1.29E-06,169820.7,0.689585174397303,1181.94089068795,4.59E-13,2.15E-11,2.35E-09,0.000556594877283,1.20E-05,0.001115862934278,1.67E-06,0.002039686554378,0,0.99627420893635,0.0755672
,,,,,,1.44E-06,169820.7,0.689585174397303,1181.9350830962,7.24E-13,3.02E-11,3.24E-09,0.000556595219515,1.32E-05,0.001116270367231,2.08E-06,0.002038453688851,0,0.996273387492626,0.0756576
,,,,,,1.60E-06,169820.7,0.689585174397303,1181.92953810354,1.09E-12,4.11E-11,4.30E-09,0.000556595841369,1.44E-05,0.001116717332141,2.52E-06,0.002037182334718,0,0.996272566630574,0.0757596
,,,,,,1.75E-06,169820.7,0.689585174397303,1181.92424783449,1.58E-12,5.43E-11,5.55E-09,0.000556596794967,1.56E-05,0.001117202533067,3.00E-06,0.002035873861624,0,0.996271746362226,0.0758726
,,,,,,1.91E-06,169820.7,0.689585174397303,1181.91920469874,2.22E-12,7.00E-11,7.00E-09,0.000556598134822,1.67E-05,0.001117724715488,3.52E-06,0.002034529598304,0,0.996270926699146,0.0759963
,,,,,,2.06E-06,169820.7,0.689585174397303,1181.91440137887,3.04E-12,8.86E-11,8.65E-09,0.000556599917457,1.78E-05,0.00111828266489,4.07E-06,0.002033150833736,0,0.996270107652452,0.0761303
,,,,,,2.22E-06,169820.7,0.689585174397303,1181.9098308186,4.07E-12,1.10E-10,1.05E-08,0.000556602201036,1.88E-05,0.001118875205394,4.66E-06,0.002031738818257,0,0.996269289232829,0.0762742
,,,,,,2.38E-06,169820.7,0.689585174397303,1181.90548621174,5.34E-12,1.35E-10,1.26E-08,0.000556605045043,1.98E-05,0.00111950119845,5.28E-06,0.00203029476466,0,0.996268471450541,0.0764277
,,,,,,2.53E-06,169820.7,0.689585174397303,1181.90136099161,6.90E-12,1.64E-10,1.49E-08,0.000556608509979,2.08E-05,0.001120159541573,5.93E-06,0.00202881984925,0,0.996267654315443,0.0765903
,,,,,,2.69E-06,169820.7,0.689585174397303,1181.89744882107,8.78E-12,1.96E-10,1.74E-08,0.000556612657093,2.18E-05,0.001120849167135,6.61E-06,0.002027315212881,0,0.996266837836995,0.0767617
,,,,,,2.84E-06,169820.7,0.689585174397303,1181.89374358299,1.10E-11,2.32E-10,2.01E-08,0.00055661754813,2.27E-05,0.001121569041201,7.31E-06,0.002025781961957,0,0.996266022024274,0.0769415
,,,,,,3.00E-06,169820.7,0.689585174397303,1181.8902393712,1.37E-11,2.73E-10,2.30E-08,0.000556623245107,2.36E-05,0.001122318162402,8.05E-06,0.002024221169412,0,0.996265206885987,0.0771295
,,,,,,3.16E-06,169820.7,0.689585174397303,1181.88693048185,1.68E-11,3.18E-10,2.62E-08,0.000556629810102,2.44E-05,0.001123095560857,8.81E-06,0.002022633875665,0,0.996264392430483,0.0773253
,,,,,,3.31E-06,169820.7,0.689585174397303,1181.88381140523,2.04E-11,3.68E-10,2.96E-08,0.000556637305073,2.52E-05,0.001123900297134,9.60E-06,0.002021021089541,0,0.996263578665762,0.0775285
,,,,,,3.47E-06,169820.7,0.689585174397303,1181.88087681794,2.46E-11,4.23E-10,3.32E-08,0.000556645791685,2.60E-05,0.001124731461243,1.04E-05,0.002019383789177,0,0.996262765599488,0.077739
,,,,,,3.62E-06,169820.7,0.689585174397303,1181.87812157549,2.94E-11,4.83E-10,3.70E-08,0.00055665533116,2.68E-05,0.001125588171681,1.12E-05,0.002017722922898,0,0.996261953239,0.0779563
,,,,,,3.78E-06,169820.7,0.689585174397303,1181.87554070521,3.49E-11,5.49E-10,4.11E-08,0.000556665984139,2.75E-05,0.001126469574493,1.21E-05,0.002016039410067,0,0.996261141591319,0.0781801
,,,,,,3.93E-06,169820.7,0.689585174397303,1181.87312939948,4.11E-11,6.20E-10,4.53E-08,0.000556677810561,2.83E-05,0.001127374842382,1.30E-05,0.002014334141921,0,0.996260330663164,0.0784103
,,,,,,4.09E-06,169820.7,0.689585174397303,1181.87088300933,4.82E-11,6.96E-10,4.98E-08,0.000556690869554,2.90E-05,0.001128303173844,1.39E-05,0.002012607982371,0,0.996259520460957,0.0786465
,,,,,,4.25E-06,169820.7,0.689585174397303,1181.8687970383,5.61E-11,7.79E-10,5.45E-08,0.000556705219337,2.96E-05,0.001129253792337,1.48E-05,0.002010861768796,0,0.996258710990832,0.0788885
,,,,,,4.40E-06,169820.7,0.689585174397303,1181.86686713659,6.50E-11,8.68E-10,5.93E-08,0.000556720917137,3.03E-05,0.001130225945478,1.57E-05,0.002009096312799,0,0.996257902258647,0.079136
,,,,,,4.56E-06,169820.7,0.689585174397303,1181.86508909548,7.49E-11,9.63E-10,6.44E-08,0.000556738019109,3.09E-05,0.001131218904268,1.67E-05,0.002007312400955,0,0.996257094269992,0.0793887
,,,,,,4.71E-06,169820.7,0.689585174397303,1181.86345884204,8.59E-11,1.06E-09,6.97E-08,0.000556756580276,3.15E-05,0.001132231962348,1.76E-05,0.002005510795529,0,0.996256287030198,0.0796464
,,,,,,4.87E-06,169820.7,0.689585174397303,1181.86197243399,9.81E-11,1.17E-09,7.51E-08,0.000556776654472,3.21E-05,0.001133264435278,1.86E-05,0.002003692235185,0,0.996255480544344,0.0799089
,,,,,,5.02E-06,169820.7,0.689585174397303,1181.8606260549,1.11E-10,1.29E-09,8.08E-08,0.00055679829429,3.26E-05,0.00113431565984,1.96E-05,0.002001857435665,0,0.996254674817267,0.080176
,,,,,,5.18E-06,169820.7,0.689585174397303,1181.85941600951,1.26E-10,1.41E-09,8.66E-08,0.000556821551045,3.32E-05,0.00113538499337,2.07E-05,0.002000007090453,0,0.996253869853566,0.0804474
,,,,,,5.34E-06,169820.7,0.689585174397303,1181.85833871932,1.42E-10,1.54E-09,9.26E-08,0.000556846474738,3.37E-05,0.001136471813107,2.17E-05,0.001998141871425,0,0.996253065657615,0.0807228
,,,,,,5.49E-06,169820.7,0.689585174397303,1181.85739071836,1.60E-10,1.67E-09,9.88E-08,0.00055687311403,3.42E-05,0.001137575515571,2.27E-05,0.001996262429475,0,0.996252262233566,0.0810022
,,,,,,5.65E-06,169820.7,0.689585174397303,1181.85656864911,1.80E-10,1.81E-09,1.05E-07,0.000556901516222,3.47E-05,0.001138695515957,2.38E-05,0.001994369395126,0,0.996251459585359,0.0812853
,,,,,,5.80E-06,169820.7,0.689585174397303,1181.85586925863,2.01E-10,1.96E-09,1.12E-07,0.000556931727234,3.51E-05,0.00113983124755,2.49E-05,0.001992463379125,0,0.996250657716726,0.0815719
,,,,,,5.96E-06,169820.7,0.689585174397303,1181.85528939486,2.23E-10,2.12E-09,1.18E-07,0.000556963791598,3.56E-05,0.001140982161164,2.59E-05,0.00199054497302,0,0.996249856631202,0.0818619
,,,,,,6.12E-06,169820.7,0.689585174397303,1181.85482600305,2.48E-10,2.28E-09,1.25E-07,0.000556997752449,3.60E-05,0.001142147724594,2.70E-05,0.001988614749721,0,0.996249056332126,0.0821549
,,,,,,6.27E-06,169820.7,0.689585174397303,1181.85447612234,2.75E-10,2.45E-09,1.32E-07,0.000557033651524,3.64E-05,0.001143327422093,2.81E-05,0.001986673264049,0,0.996248256822654,0.0824509
,,,,,,6.43E-06,169820.7,0.689585174397303,1181.85423688254,3.03E-10,2.63E-09,1.39E-07,0.000557071529158,3.68E-05,0.001144520753858,2.92E-05,0.001984721053261,0,0.996247458105758,0.0827497
,,,,,,6.58E-06,169820.7,0.689585174397303,1181.85410550094,3.34E-10,2.81E-09,1.46E-07,0.000557111424294,3.72E-05,0.00114572723554,3.04E-05,0.001982758637572,0,0.996246660184238,0.0830511
,,,,,,6.82E-06,169820.7,0.689585174397303,1181.85410506603,3.85E-10,3.10E-09,1.57E-07,0.000557175294349,3.78E-05,0.001147565142033,3.21E-05,0.001979789655258,0,0.996245461856261,0.083509
,,,,,,7.05E-06,169820.7,0.689585174397303,1181.85433359862,4.41E-10,3.41E-09,1.69E-07,0.000557243932602,3.83E-05,0.001149430189419,3.38E-05,0.001976800378322,0,0.99624426534087,0.0839718
,,,,,,7.29E-06,169820.7,0.689585174397303,1181.85478266568,5.02E-10,3.72E-09,1.80E-07,0.000557317453936,3.88E-05,0.001151320913963,3.55E-05,0.00197379237295,0,0.996243070645525,0.0844392
,,,,,,7.52E-06,169820.7,0.689585174397303,1181.85544421072,5.70E-10,4.06E-09,1.92E-07,0.000557395966408,3.93E-05,0.001153235919519,3.73E-05,0.00197076713032,0,0.996241877776934,0.0849106
,,,,,,7.75E-06,169820.7,0.689585174397303,1181.85631053534,6.44E-10,4.41E-09,2.04E-07,0.000557479571393,3.97E-05,0.001155173874475,3.90E-05,0.001967726069904,0,0.996240686741087,0.0853857
,,,,,,7.99E-06,169820.7,0.689585174397303,1181.85737428158,7.25E-10,4.77E-09,2.16E-07,0.000557568363736,4.01E-05,0.001157133508806,4.08E-05,0.001964670542648,0,0.996239497543296,0.0858639
,,,,,,8.22E-06,169820.7,0.689585174397303,1181.85862841529,8.13E-10,5.15E-09,2.28E-07,0.000557662431921,4.05E-05,0.00115911361127,4.26E-05,0.001961601834038,0,0.996238310188224,0.0863449
,,,,,,8.46E-06,169820.7,0.689585174397303,1181.86006621036,9.08E-10,5.53E-09,2.41E-07,0.000557761858248,4.09E-05,0.001161113026734,4.44E-05,0.001958521167018,0,0.996237124679924,0.0868282
,,,,,,8.69E-06,169820.7,0.689585174397303,1181.86168123404,1.01E-09,5.93E-09,2.53E-07,0.000557866719024,4.12E-05,0.001163130653643,4.62E-05,0.001955429704782,0,0.996235941021866,0.0873136
,,,,,,8.93E-06,169820.7,0.689585174397303,1181.86346733296,1.12E-09,6.35E-09,2.66E-07,0.000557977084754,4.15E-05,0.001165165441597,4.80E-05,0.001952328553443,0,0.996234759216967,0.0878006
,,,,,,9.16E-06,169820.7,0.689585174397303,1181.86541861988,1.24E-09,6.77E-09,2.79E-07,0.000558093020341,4.18E-05,0.001167216389041,4.98E-05,0.0019492187646,0,0.996233579267621,0.0882889
,,,,,,9.39E-06,169820.7,0.689585174397303,1181.86752946116,1.37E-09,7.20E-09,2.92E-07,0.000558214585282,4.21E-05,0.001169282541057,5.16E-05,0.001946101337793,0,0.996232401175725,0.0887782
,,,,,,9.63E-06,169820.7,0.689585174397303,1181.86979446487,1.50E-09,7.64E-09,3.04E-07,0.000558341833873,4.24E-05,0.001171362987257,5.34E-05,0.001942977222847,0,0.996231224942704,0.0892683
,,,,,,9.86E-06,169820.7,0.689585174397303,1181.87220846955,1.65E-09,8.09E-09,3.17E-07,0.000558474815406,4.26E-05,0.001173456859781,5.52E-05,0.001939847322125,0,0.996230050569539,0.0897587
,,,,,,1.01E-05,169820.7,0.689585174397303,1181.87476653352,1.80E-09,8.55E-09,3.30E-07,0.00055861357437,4.29E-05,0.001175563331374,5.70E-05,0.001936712492676,0,0.996228878056786,0.0902494
,,,,,,1.03E-05,169820.7,0.689585174397303,1181.87746392475,1.97E-09,9.02E-09,3.43E-07,0.000558758150649,4.31E-05,0.001177681613557,5.88E-05,0.00193357354829,0,0.996227707404601,0.0907399
,,,,,,1.06E-05,169820.7,0.689585174397303,1181.88029611122,2.14E-09,9.49E-09,3.56E-07,0.000558908579717,4.33E-05,0.00117981095488,6.07E-05,0.001930431261476,0,0.996226538612762,0.0912301
,,,,,,1.08E-05,169820.7,0.689585174397303,1181.88325875178,2.32E-09,9.96E-09,3.69E-07,0.000559064892827,4.35E-05,0.001181950639252,6.25E-05,0.001927286365339,0,0.996225371680686,0.0917197
,,,,,,1.10E-05,169820.7,0.689585174397303,1181.88634768743,2.52E-09,1.04E-08,3.82E-07,0.000559227117199,4.37E-05,0.001184099984341,6.43E-05,0.001924139555386,0,0.996224206607453,0.0922085
,,,,,,1.13E-05,169820.7,0.689585174397303,1181.88955893303,2.72E-09,1.09E-08,3.95E-07,0.000559395276204,4.38E-05,0.001186258340058,6.61E-05,0.001920991491252,0,0.99622304339182,0.0926963
,,,,,,1.15E-05,169820.7,0.689585174397303,1181.89288866946,2.94E-09,1.14E-08,4.08E-07,0.000559569389539,4.40E-05,0.001188425087094,6.79E-05,0.001917842798346,0,0.99622188203224,0.0931829
,,,,,,1.17E-05,169820.7,0.689585174397303,1181.89633323609,3.16E-09,1.19E-08,4.21E-07,0.000559749473405,4.41E-05,0.001190599635533,6.97E-05,0.00191469406943,0,0.996220722526882,0.0936682
,,,,,,1.20E-05,169820.7,0.689585174397303,1181.8998891236,3.39E-09,1.24E-08,4.34E-07,0.000559935540666,4.42E-05,0.00119278142352,7.15E-05,0.001911545866126,0,0.996219564873642,0.0941519
,,,,,,1.22E-05,169820.7,0.689585174397303,1181.90355296723,3.64E-09,1.29E-08,4.47E-07,0.000560127601023,4.43E-05,0.001194969915995,7.33E-05,0.001908398720358,0,0.996218409070162,0.094634
,,,,,,1.24E-05,169820.7,0.689585174397303,1181.90732154026,3.90E-09,1.34E-08,4.59E-07,0.000560325661158,4.45E-05,0.001197164603471,7.51E-05,0.001905253135732,0,0.996217255113841,0.0951141
,,,,,,1.27E-05,169820.7,0.689585174397303,1181.9111917478,4.17E-09,1.39E-08,4.72E-07,0.000560529724897,4.45E-05,0.001199365000882,7.69E-05,0.001902109588854,0,0.996216103001853,0.0955923
,,,,,,1.29E-05,169820.7,0.689585174397303,1181.9151606209,4.44E-09,1.44E-08,4.84E-07,0.000560739793344,4.46E-05,0.001201570646468,7.86E-05,0.001898968530583,0,0.996214952731155,0.0960684
,,,,,,1.31E-05,169820.7,0.689585174397303,1181.91922531093,4.73E-09,1.48E-08,4.96E-07,0.000560955865032,4.47E-05,0.001203781100717,8.04E-05,0.001895830387244,0,0.996213804298507,0.0965422
,,,,,,1.34E-05,169820.7,0.689585174397303,1181.92338308418,5.03E-09,1.53E-08,5.08E-07,0.00056117793605,4.48E-05,0.001205995945352,8.22E-05,0.001892695561769,0,0.996212657700474,0.0970136
,,,,,,1.36E-05,169820.7,0.689585174397303,1181.92763131673,5.35E-09,1.58E-08,5.20E-07,0.000561406000176,4.49E-05,0.001208214782362,8.39E-05,0.0018895644348,0,0.996211512933445,0.0974825
,,,,,,1.38E-05,169820.7,0.689585174397303,1181.93196748957,5.67E-09,1.63E-08,5.32E-07,0.000561640048996,4.49E-05,0.001210437233077,8.57E-05,0.001886437365741,0,0.996210369993644,0.0979488
,,,,,,1.41E-05,169820.7,0.689585174397303,1181.9363891839,6.00E-09,1.67E-08,5.44E-07,0.000561880072028,4.50E-05,0.001212662937281,8.74E-05,0.001883314693753,0,0.996209228877133,0.0984125
,,,,,,1.43E-05,169820.7,0.689585174397303,1181.94089407666,6.35E-09,1.72E-08,5.55E-07,0.000562126056834,4.50E-05,0.001214891552371,8.91E-05,0.001880196738717,0,0.996208089579829,0.0988733
,,,,,,1.45E-05,169820.7,0.689585174397303,1181.94547993628,6.71E-09,1.77E-08,5.67E-07,0.000562377989125,4.50E-05,0.001217122752543,9.08E-05,0.001877083802148,0,0.996206952097512,0.0993313
,,,,,,1.48E-05,169820.7,0.689585174397303,1181.9501446186,7.07E-09,1.81E-08,5.78E-07,0.000562635852866,4.51E-05,0.001219356228024,9.25E-05,0.001873976168066,0,0.996205816425829,0.0997863
,,,,,,1.50E-05,169820.7,0.689585174397303,1181.95488606295,7.45E-09,1.86E-08,5.89E-07,0.000562899630377,4.51E-05,0.001221591684331,9.42E-05,0.001870874103829,0,0.99620468256031,0.100238
,,,,,,1.53E-05,169820.7,0.689585174397303,1181.95970228846,7.84E-09,1.90E-08,6.00E-07,0.000563169302425,4.51E-05,0.001223828841568,9.59E-05,0.001867777860933,0,0.996203550496369,0.100687
,,,,,,1.55E-05,169820.7,0.689585174397303,1181.96459139049,8.24E-09,1.94E-08,6.11E-07,0.000563444848313,4.51E-05,0.001226067433749,9.76E-05,0.001864687675766,0,0.996202420229317,0.101133
,,,,,,1.57E-05,169820.7,0.689585174397303,1181.96955153723,8.65E-09,1.99E-08,6.21E-07,0.000563726245967,4.52E-05,0.001228307208157,9.93E-05,0.001861603770335,0,0.996201291754366,0.101575
,,,,,,1.60E-05,169820.7,0.689585174397303,1181.97458096646,9.07E-09,2.03E-08,6.32E-07,0.000564013472016,4.52E-05,0.001230547924727,0.000100926870068,0.001858526352961,0,0.996200165066635,0.102015
,,,,,,1.63E-05,169820.7,0.689585174397303,1181.98225822789,9.73E-09,2.09E-08,6.47E-07,0.000564455584838,4.52E-05,0.001233913268799,0.000103394745006,0.001853918718332,0,0.996198476873191,0.102668
,,,,,,1.67E-05,169820.7,0.689585174397303,1181.99008237331,1.04E-08,2.15E-08,6.61E-07,0.000564910691256,4.52E-05,0.001237279501885,0.000105837985064,0.001849326754132,0,0.996196792679836,0.103313
,,,,,,1.70E-05,169820.7,0.689585174397303,1181.99804823147,1.11E-08,2.21E-08,6.76E-07,0.00056537869799,4.51E-05,0.001240645954927,0.000108256114227,0.001844751010925,0,0.996195112469092,0.103951
,,,,,,1.74E-05,169820.7,0.689585174397303,1182.00615091262,1.18E-08,2.26E-08,6.90E-07,0.000565859506951,4.51E-05,0.001244012009496,0.000110648715334,0.001840191985012,0,0.996193436223168,0.104581
,,,,,,1.77E-05,169820.7,0.689585174397303,1182.01438578998,1.26E-08,2.31E-08,7.03E-07,0.00056635301569,4.51E-05,0.001247377094297,0.000113015425773,0.001835650122325,0,0.996191763923997,0.105203
,,,,,,1.81E-05,169820.7,0.689585174397303,1182.02274848234,1.33E-08,2.36E-08,7.16E-07,0.000566859117813,4.51E-05,0.001250740681872,0.000115355933427,0.001831125822098,0,0.996190095553275,0.105816
,,,,,,1.84E-05,169820.7,0.689585174397303,1182.03123483764,1.41E-08,2.41E-08,7.28E-07,0.000567377703372,4.50E-05,0.001254102285505,0.000117669972879,0.001826619440298,0,0.996188431092489,0.106422
,,,,,,1.88E-05,169820.7,0.689585174397303,1182.03984091776,1.49E-08,2.46E-08,7.40E-07,0.000567908659221,4.50E-05,0.001257461456354,0.000119957321903,0.001822131292807,0,0.996186770522951,0.107019
,,,,,,1.91E-05,169820.7,0.689585174397303,1182.04856298443,1.57E-08,2.50E-08,7.52E-07,0.000568451869345,4.49E-05,0.001260817780788,0.000122217798215,0.001817661658363,0,0.996185113825825,0.107608
,,,,,,1.95E-05,169820.7,0.689585174397303,1182.057397486,1.66E-08,2.54E-08,7.63E-07,0.00056900721516,4.49E-05,0.001264170877903,0.000124451256459,0.001813210781298,0,0.996183460982151,0.108188
,,,,,,1.98E-05,169820.7,0.689585174397303,1182.0663410451,1.74E-08,2.58E-08,7.73E-07,0.000569574575798,4.48E-05,0.001267520397202,0.000126657585388,0.001808778874091,0,0.996181811972872,0.10876
,,,,,,2.02E-05,169820.7,0.689585174397303,1182.07539044714,1.83E-08,2.62E-08,7.84E-07,0.000570153828358,4.48E-05,0.001270866016428,0.000128836705241,0.001804366119751,0,0.996180166778853,0.109324
