time,Absorbance_227,Relative_Uncertainty,W,W2
1.27E-05,0.0729811,0.1,0.014245072,0.013658959
1.30E-05,0.0731497,0.1,0.014245072,0.013658959
1.33E-05,0.0733191,0.1,0.014245072,0.013658959
1.36E-05,0.0734891,0.1,0.014245072,0.013658959
1.39E-05,0.0736597,0.1,0.014245072,0.013658959
1.42E-05,0.0738308,0.1,0.014245072,0.013658959
1.45E-05,0.0740023,0.1,0.014245072,0.013658959
1.48E-05,0.0741742,0.1,0.014245072,0.013658959
1.51E-05,0.0743464,0.1,0.014245072,0.013658959
1.54E-05,0.0745188,0.1,0.014245072,0.013658959
1.57E-05,0.0746915,0.1,0.014245072,0.013658959
1.60E-05,0.0748643,0.1,0.014245072,0.013658959
1.63E-05,0.0750373,0.1,0.014245072,0.013658959
1.66E-05,0.0752102,0.1,0.014245072,0.013658959
1.69E-05,0.0753832,0.1,0.014245072,0.013658959
1.72E-05,0.0755562,0.1,0.014245072,0.013658959
1.75E-05,0.075729,0.1,0.014245072,0.013658959
1.78E-05,0.0759018,0.1,0.014245072,0.013658959
1.82E-05,0.0761611,0.1,0.014245072,0.013658959
1.87E-05,0.07642,0.1,0.014245072,0.013658959
1.91E-05,0.0766783,0.1,0.014245072,0.013658959
1.96E-05,0.0769359,0.1,0.014245072,0.013658959
2.00E-05,0.0771928,0.1,0.014245072,0.013658959
2.05E-05,0.0774488,0.1,0.014245072,0.013658959
2.09E-05,0.0777039,0.1,0.014245072,0.013658959
2.13E-05,0.077958,0.1,0.014245072,0.013658959
2.18E-05,0.078211,0.1,0.014245072,0.013658959
2.22E-05,0.0784629,0.1,0.014245072,0.013658959
2.27E-05,0.0787135,0.1,0.014245072,0.013658959
2.31E-05,0.078963,0.1,0.014245072,0.013658959
2.36E-05,0.0792111,0.1,0.014245072,0.013658959
2.40E-05,0.0794579,0.1,0.014245072,0.013658959
2.45E-05,0.0797032,0.1,0.014245072,0.013658959
2.49E-05,0.0799472,0.1,0.014245072,0.013658959
2.54E-05,0.0801897,0.1,0.014245072,0.013658959
2.58E-05,0.0804307,0.1,0.014245072,0.013658959
2.63E-05,0.0806702,0.1,0.014245072,0.013658959
2.67E-05,0.0809082,0.1,0.014245072,0.013658959
2.72E-05,0.0811445,0.1,0.014245072,0.013658959
2.76E-05,0.0813793,0.1,0.014245072,0.013658959
2.81E-05,0.0816125,0.1,0.014245072,0.013658959
2.85E-05,0.081844,0.1,0.014245072,0.013658959
2.90E-05,0.0820739,0.1,0.014245072,0.013658959
2.94E-05,0.0823021,0.1,0.014245072,0.013658959
2.99E-05,0.0825287,0.1,0.014245072,0.013658959
3.03E-05,0.0827536,0.1,0.014245072,0.013658959
3.08E-05,0.0829768,0.1,0.014245072,0.013658959
3.12E-05,0.0831983,0.1,0.014245072,0.013658959
3.17E-05,0.0834181,0.1,0.014245072,0.013658959
3.21E-05,0.0836362,0.1,0.014245072,0.013658959
3.26E-05,0.0838525,0.1,0.014245072,0.013658959
3.30E-05,0.0840672,0.1,0.014245072,0.013658959
3.34E-05,0.0842801,0.1,0.014245072,0.013658959
3.39E-05,0.0844914,0.1,0.014245072,0.013658959
3.43E-05,0.0847009,0.1,0.014245072,0.013658959
3.48E-05,0.0849087,0.1,0.014245072,0.013658959
3.55E-05,0.0852174,0.1,0.014245072,0.013658959
3.61E-05,0.0855223,0.1,0.014245072,0.013658959
3.68E-05,0.0858233,0.1,0.014245072,0.013658959
3.75E-05,0.0861204,0.1,0.014245072,0.013658959
3.82E-05,0.0864137,0.1,0.014245072,0.013658959
3.88E-05,0.0867032,0.1,0.014245072,0.013658959
3.95E-05,0.0869889,0.1,0.014245072,0.013658959
4.02E-05,0.0872708,0.1,0.014245072,0.013658959
4.08E-05,0.0875489,0.1,0.014245072,0.013658959
4.15E-05,0.0878233,0.1,0.014245072,0.013658959
4.22E-05,0.088094,0.1,0.014245072,0.013658959
4.29E-05,0.088361,0.1,0.014245072,0.013658959
4.35E-05,0.0886243,0.1,0.014245072,0.013658959
4.42E-05,0.0888839,0.1,0.014245072,0.013658959
4.49E-05,0.08914,0.1,0.014245072,0.013658959
4.56E-05,0.0893924,0.1,0.014245072,0.013658959
4.62E-05,0.0896413,0.1,0.014245072,0.013658959
4.69E-05,0.0898866,0.1,0.014245072,0.013658959
4.76E-05,0.0901284,0.1,0.014245072,0.013658959
4.82E-05,0.0903667,0.1,0.014245072,0.013658959
4.89E-05,0.0906016,0.1,0.014245072,0.013658959
4.96E-05,0.0908331,0.1,0.014245072,0.013658959
5.03E-05,0.0910611,0.1,0.014245072,0.013658959
5.09E-05,0.0912858,0.1,0.014245072,0.013658959
5.16E-05,0.0915071,0.1,0.014245072,0.013658959
5.23E-05,0.0917251,0.1,0.014245072,0.013658959
5.30E-05,0.0919398,0.1,0.014245072,0.013658959
5.40E-05,0.0922599,0.1,0.014245072,0.013658959
5.50E-05,0.0925726,0.1,0.014245072,0.013658959
5.60E-05,0.0928779,0.1,0.014245072,0.013658959
5.70E-05,0.093176,0.1,0.014245072,0.013658959
5.81E-05,0.0934671,0.1,0.014245072,0.013658959
5.91E-05,0.0937511,0.1,0.014245072,0.013658959
6.01E-05,0.0940282,0.1,0.014245072,0.013658959
6.11E-05,0.0942985,0.1,0.014245072,0.013658959
6.22E-05,0.0945621,0.1,0.014245072,0.013658959
6.32E-05,0.094819,0.1,0.014245072,0.013658959
6.42E-05,0.0950695,0.1,0.014245072,0.013658959
6.52E-05,0.0953135,0.1,0.014245072,0.013658959
6.62E-05,0.0955513,0.1,0.014245072,0.013658959
6.73E-05,0.0957827,0.1,0.014245072,0.013658959
6.83E-05,0.0960081,0.1,0.014245072,0.013658959
6.93E-05,0.0962274,0.1,0.014245072,0.013658959
7.03E-05,0.0964408,0.1,0.014245072,0.013658959
7.19E-05,0.096753,0.1,0.014245072,0.013658959
7.34E-05,0.0970521,0.1,0.014245072,0.013658959
7.50E-05,0.0973383,0.1,0.014245072,0.013658959
7.65E-05,0.0976121,0.1,0.014245072,0.013658959
7.81E-05,0.0978736,0.1,0.014245072,0.013658959
7.96E-05,0.0981231,0.1,0.014245072,0.013658959
8.12E-05,0.098361,0.1,0.014245072,0.013658959
8.27E-05,0.0985876,0.1,0.014245072,0.013658959
8.43E-05,0.098803,0.1,0.014245072,0.013658959
8.58E-05,0.0990076,0.1,0.014245072,0.013658959
8.82E-05,0.0992989,0.1,0.014245072,0.013658959
9.06E-05,0.0995667,0.1,0.014245072,0.013658959
9.29E-05,0.0998118,0.1,0.014245072,0.013658959
9.53E-05,0.100035,0.1,0.014245072,0.013658959
9.76E-05,0.100238,0.1,0.014245072,0.013658959
0.0001,0.10042,0.1,0.014245072,0.013658959
0.000102,0.100583,0.1,0.014245072,0.013658959
0.000105,0.100727,0.1,0.014245072,0.013658959
0.000107,0.100853,0.1,0.014245072,0.013658959
0.000109,0.100963,0.1,0.014245072,0.013658959
0.000112,0.101055,0.1,0.014245072,0.013658959
0.000114,0.101132,0.1,0.014245072,0.013658959
0.000117,0.101194,0.1,0.014245072,0.013658959
0.000119,0.101242,0.1,0.014245072,0.013658959
0.000121,0.101275,0.1,0.014245072,0.013658959
0.000124,0.101295,0.1,0.014245072,0.013658959
0.000126,0.101302,0.1,0.014245072,0.013658959
0.000128,0.101297,0.1,0.014245072,0.013658959
0.000131,0.10128,0.1,0.014245072,0.013658959
0.000133,0.101252,0.1,0.014245072,0.013658959
0.000135,0.101213,0.1,0.014245072,0.013658959
0.000138,0.101163,0.1,0.014245072,0.013658959
0.00014,0.101104,0.1,0.014245072,0.013658959
0.000142,0.101035,0.1,0.014245072,0.013658959
0.000145,0.100958,0.1,0.014245072,0.013658959
0.000147,0.100871,0.1,0.014245072,0.013658959
0.00015,0.100777,0.1,0.014245072,0.013658959
0.000152,0.100674,0.1,0.014245072,0.013658959
0.000154,0.100564,0.1,0.014245072,0.013658959
0.000157,0.100446,0.1,0.014245072,0.013658959
0.00016,0.100251,0.1,0.014245072,0.013658959
0.000164,0.10004,0.1,0.014245072,0.013658959
0.000168,0.099814,0.1,0.014245072,0.013658959
0.000171,0.0995752,0.1,0.014245072,0.013658959
0.000175,0.0993239,0.1,0.014245072,0.013658959
0.000179,0.099061,0.1,0.014245072,0.013658959
0.000182,0.0987875,0.1,0.014245072,0.013658959
0.000186,0.0985041,0.1,0.014245072,0.013658959
0.00019,0.0982115,0.1,0.014245072,0.013658959
0.000193,0.0979104,0.1,0.014245072,0.013658959
0.000197,0.0976015,0.1,0.014245072,0.013658959
0.0002,0.0972854,0.1,0.014245072,0.013658959
0.000204,0.0969626,0.1,0.014245072,0.013658959
0.000208,0.0966337,0.1,0.014245072,0.013658959
0.000211,0.0962991,0.1,0.014245072,0.013658959
0.000215,0.0959594,0.1,0.014245072,0.013658959
0.000219,0.0956151,0.1,0.014245072,0.013658959
0.000222,0.0952664,0.1,0.014245072,0.013658959
0.000226,0.0949137,0.1,0.014245072,0.013658959
0.00023,0.0945576,0.1,0.014245072,0.013658959
0.000233,0.0941982,0.1,0.014245072,0.013658959
0.000237,0.0938359,0.1,0.014245072,0.013658959
0.000241,0.093471,0.1,0.014245072,0.013658959
0.000244,0.0931038,0.1,0.014245072,0.013658959
0.000248,0.0927345,0.1,0.014245072,0.013658959
0.000252,0.0923634,0.1,0.014245072,0.013658959
0.000255,0.0919906,0.1,0.014245072,0.013658959
0.000259,0.0916165,0.1,0.014245072,0.013658959
0.000263,0.0912412,0.1,0.014245072,0.013658959
0.000266,0.0908649,0.1,0.014245072,0.013658959
0.00027,0.0904878,0.1,0.014245072,0.013658959
0.000274,0.09011,0.1,0.014245072,0.013658959
0.000277,0.0897317,0.1,0.014245072,0.013658959
0.000281,0.089353,0.1,0.014245072,0.013658959
0.000285,0.0889741,0.1,0.014245072,0.013658959
0.000288,0.088595,0.1,0.014245072,0.013658959
0.000292,0.088216,0.1,0.014245072,0.013658959
0.000296,0.087837,0.1,0.014245072,0.013658959
0.000299,0.0874583,0.1,0.014245072,0.013658959
0.000303,0.0870799,0.1,0.014245072,0.013658959
0.000307,0.0867018,0.1,0.014245072,0.013658959
0.000312,0.0861319,0.1,0.014245072,0.013658959
0.000318,0.0855632,0.1,0.014245072,0.013658959
0.000323,0.0849962,0.1,0.014245072,0.013658959
0.000329,0.0844309,0.1,0.014245072,0.013658959
0.000334,0.0838676,0.1,0.014245072,0.013658959
0.00034,0.0833064,0.1,0.014245072,0.013658959
0.000345,0.0827475,0.1,0.014245072,0.013658959
0.000351,0.0821911,0.1,0.014245072,0.013658959
0.000356,0.0816371,0.1,0.014245072,0.013658959
0.000362,0.0810859,0.1,0.014245072,0.013658959
0.000367,0.0805373,0.1,0.014245072,0.013658959
0.000373,0.0799916,0.1,0.014245072,0.013658959
0.000378,0.0794488,0.1,0.014245072,0.013658959
0.000384,0.078909,0.1,0.014245072,0.013658959
0.000389,0.0783722,0.1,0.014245072,0.013658959
0.000395,0.0778385,0.1,0.014245072,0.013658959
0.0004,0.0773079,0.1,0.014245072,0.013658959
0.000406,0.0767804,0.1,0.014245072,0.013658959
0.000411,0.0762562,0.1,0.014245072,0.013658959
0.000417,0.0757351,0.1,0.014245072,0.013658959
0.000423,0.0752173,0.1,0.014245072,0.013658959
0.000428,0.0747028,0.1,0.014245072,0.013658959
0.000434,0.0741915,0.1,0.014245072,0.013658959
0.000439,0.0736835,0.1,0.014245072,0.013658959
0.000445,0.0731788,0.1,0.014245072,0.013658959
0.00045,0.0726774,0.1,0.014245072,0.013658959
0.000456,0.0721793,0.1,0.014245072,0.013658959
0.000464,0.0714369,0.1,0.014245072,0.013658959
0.000472,0.070702,0.1,0.014245072,0.013658959
0.000481,0.0699745,0.1,0.014245072,0.013658959
0.000489,0.0692544,0.1,0.014245072,0.013658959
0.000497,0.0685416,0.1,0.014245072,0.013658959
0.000505,0.0678362,0.1,0.014245072,0.013658959
0.000514,0.067138,0.1,0.014245072,0.013658959
0.000522,0.0664471,0.1,0.014245072,0.013658959
0.00053,0.0657634,0.1,0.014245072,0.013658959
0.000539,0.0650868,0.1,0.014245072,0.013658959
0.000546949,0.0644172,0.1,0.014245072,0.013658959
0.000555248,0.0637547,0.1,0.014245072,0.013658959
0.000563548,0.0630991,0.1,0.014245072,0.013658959
0.000571847,0.0624504,0.1,0.014245072,0.013658959
0.000580147,0.0618086,0.1,0.014245072,0.013658959
0.000588446,0.0611735,0.1,0.014245072,0.013658959
0.000596745,0.0605451,0.1,0.014245072,0.013658959
0.000605045,0.0599233,0.1,1.00E-10,0.013658959
0.000613344,0.0593081,0.1,1.00E-10,0.013658959
0.000621644,0.0586994,0.1,1.00E-10,0.013658959
0.000634434,0.0577739,0.1,1.00E-10,0.013658959
0.000647223,0.0568635,0.1,1.00E-10,0.013658959
0.000660013,0.0559679,0.1,1.00E-10,0.013658959
0.000672803,0.0550868,0.1,1.00E-10,0.013658959
0.000685593,0.05422,0.1,1.00E-10,0.013658959
0.000698382,0.0533674,0.1,1.00E-10,0.013658959
0.000711172,0.0525285,0.1,1.00E-10,0.013658959
0.000723962,0.0517033,0.1,1.00E-10,0.013658959
0.000736752,0.0508915,0.1,1.00E-10,0.013658959
0.000749542,0.0500928,0.1,1.00E-10,0.013658959
0.000762331,0.0493071,0.1,1.00E-10,0.013658959
0.000775121,0.0485342,0.1,1.00E-10,0.013658959
0.000787911,0.0477737,0.1,1.00E-10,0.013658959
0.000800701,0.0470255,0.1,1.00E-10,0.013658959
0.00081349,0.0462894,0.1,1.00E-10,0.013658959
0.000832757,0.045203,0.1,1.00E-10,0.013658959
0.000852023,0.0441429,0.1,1.00E-10,0.013658959
0.000871289,0.0431084,0.1,1.00E-10,0.013658959
0.000890555,0.0420989,0.1,1.00E-10,0.013658959
0.000909821,0.0411138,0.1,1.00E-10,0.013658959
0.000929087,0.0401524,0.1,1.00E-10,0.013658959
0.000948353,0.0392141,0.1,1.00E-10,0.013658959
0.000967619,0.0382984,0.1,1.00E-10,0.013658959
0.000986885,0.0374047,0.1,1.00E-10,0.013658959
0.00100615,0.0365324,0.1,1.00E-10,0.013658959
