time,Absorbance_227,Relative_Uncertainty,W,W2
8.48E-07,0.0792154,0.1,0.014085904,0.010838875
9.23E-07,0.0792809,0.1,0.014085904,0.010838875
9.98E-07,0.0793539,0.1,0.014085904,0.010838875
1.07E-06,0.0794341,0.1,0.014085904,0.010838875
1.15E-06,0.0795215,0.1,0.014085904,0.010838875
1.22E-06,0.079616,0.1,0.014085904,0.010838875
1.34E-06,0.0797785,0.1,0.014085904,0.010838875
1.46E-06,0.0799575,0.1,0.014085904,0.010838875
1.57E-06,0.0801527,0.1,0.014085904,0.010838875
1.69E-06,0.0803633,0.1,0.014085904,0.010838875
1.81E-06,0.080589,0.1,0.014085904,0.010838875
1.93E-06,0.0808292,0.1,0.014085904,0.010838875
2.05E-06,0.0810835,0.1,0.014085904,0.010838875
2.16E-06,0.0813514,0.1,0.014085904,0.010838875
2.28E-06,0.0816323,0.1,0.014085904,0.010838875
2.40E-06,0.081926,0.1,0.014085904,0.010838875
2.52E-06,0.0822318,0.1,0.014085904,0.010838875
2.63E-06,0.0825495,0.1,0.014085904,0.010838875
2.75E-06,0.0828784,0.1,0.014085904,0.010838875
2.87E-06,0.0832182,0.1,0.014085904,0.010838875
2.99E-06,0.0835686,0.1,0.014085904,0.010838875
3.10E-06,0.083929,0.1,0.014085904,0.010838875
3.22E-06,0.084299,0.1,0.014085904,0.010838875
3.34E-06,0.0846784,0.1,0.014085904,0.010838875
3.46E-06,0.0850666,0.1,0.014085904,0.010838875
3.57E-06,0.0854633,0.1,0.014085904,0.010838875
3.69E-06,0.0858682,0.1,0.014085904,0.010838875
3.81E-06,0.0862808,0.1,0.014085904,0.010838875
3.93E-06,0.0867008,0.1,0.014085904,0.010838875
4.05E-06,0.087128,0.1,0.014085904,0.010838875
4.16E-06,0.0875618,0.1,0.014085904,0.010838875
4.28E-06,0.088002,0.1,0.014085904,0.010838875
4.40E-06,0.0884483,0.1,0.014085904,0.010838875
4.52E-06,0.0889004,0.1,0.014085904,0.010838875
4.63E-06,0.0893579,0.1,0.014085904,0.010838875
4.75E-06,0.0898205,0.1,0.014085904,0.010838875
4.87E-06,0.090288,0.1,0.014085904,0.010838875
4.99E-06,0.09076,0.1,0.014085904,0.010838875
5.10E-06,0.0912363,0.1,0.014085904,0.010838875
5.28E-06,0.091961,0.1,0.014085904,0.010838875
5.46E-06,0.0926939,0.1,0.014085904,0.010838875
5.64E-06,0.093434,0.1,0.014085904,0.010838875
5.81E-06,0.0941806,0.1,0.014085904,0.010838875
5.99E-06,0.0949329,0.1,0.014085904,0.010838875
6.17E-06,0.09569,0.1,0.014085904,0.010838875
6.34E-06,0.0964513,0.1,0.014085904,0.010838875
6.52E-06,0.0972159,0.1,0.014085904,0.010838875
6.70E-06,0.0979833,0.1,0.014085904,0.010838875
6.88E-06,0.0987528,0.1,0.014085904,0.010838875
7.05E-06,0.0995237,0.1,0.014085904,0.010838875
7.23E-06,0.100296,0.1,0.014085904,0.010838875
7.41E-06,0.101068,0.1,0.014085904,0.010838875
7.58E-06,0.101839,0.1,0.014085904,0.010838875
7.76E-06,0.102611,0.1,0.014085904,0.010838875
7.94E-06,0.10338,0.1,0.014085904,0.010838875
8.12E-06,0.104149,0.1,0.014085904,0.010838875
8.29E-06,0.104915,0.1,0.014085904,0.010838875
8.47E-06,0.105678,0.1,0.014085904,0.010838875
8.65E-06,0.106438,0.1,0.014085904,0.010838875
8.82E-06,0.107196,0.1,0.014085904,0.010838875
9.00E-06,0.107949,0.1,0.014085904,0.010838875
9.18E-06,0.108698,0.1,0.014085904,0.010838875
9.36E-06,0.109443,0.1,0.014085904,0.010838875
9.53E-06,0.110184,0.1,0.014085904,0.010838875
9.71E-06,0.110919,0.1,0.014085904,0.010838875
9.89E-06,0.111649,0.1,0.014085904,0.010838875
1.01E-05,0.112374,0.1,0.014085904,0.010838875
1.02E-05,0.113093,0.1,0.014085904,0.010838875
1.04E-05,0.113806,0.1,0.014085904,0.010838875
1.06E-05,0.114513,0.1,0.014085904,0.010838875
1.08E-05,0.115214,0.1,0.014085904,0.010838875
1.10E-05,0.115908,0.1,0.014085904,0.010838875
1.11E-05,0.116595,0.1,0.014085904,0.010838875
1.13E-05,0.117276,0.1,0.014085904,0.010838875
1.16E-05,0.118293,0.1,0.014085904,0.010838875
1.18E-05,0.119293,0.1,0.014085904,0.010838875
1.21E-05,0.120276,0.1,0.014085904,0.010838875
1.24E-05,0.121243,0.1,0.014085904,0.010838875
1.26E-05,0.122192,0.1,0.014085904,0.010838875
1.29E-05,0.123124,0.1,0.014085904,0.010838875
1.32E-05,0.124038,0.1,0.014085904,0.010838875
1.34E-05,0.124934,0.1,0.014085904,0.010838875
1.37E-05,0.125812,0.1,0.014085904,0.010838875
1.40E-05,0.126672,0.1,0.014085904,0.010838875
1.43E-05,0.127514,0.1,0.014085904,0.010838875
1.45E-05,0.128338,0.1,0.014085904,0.010838875
1.48E-05,0.129144,0.1,0.014085904,0.010838875
1.51E-05,0.129932,0.1,0.014085904,0.010838875
1.53E-05,0.130701,0.1,0.014085904,0.010838875
1.56E-05,0.131453,0.1,0.014085904,0.010838875
1.59E-05,0.132187,0.1,0.014085904,0.010838875
1.61E-05,0.132903,0.1,0.014085904,0.010838875
1.64E-05,0.133601,0.1,0.014085904,0.010838875
1.67E-05,0.134282,0.1,0.014085904,0.010838875
1.69E-05,0.134945,0.1,0.014085904,0.010838875
1.72E-05,0.135592,0.1,0.014085904,0.010838875
1.75E-05,0.136221,0.1,0.014085904,0.010838875
1.77E-05,0.136833,0.1,0.014085904,0.010838875
1.80E-05,0.137429,0.1,0.014085904,0.010838875
1.83E-05,0.138008,0.1,0.014085904,0.010838875
1.85E-05,0.138571,0.1,0.014085904,0.010838875
1.88E-05,0.139118,0.1,0.014085904,0.010838875
1.91E-05,0.139649,0.1,0.014085904,0.010838875
1.93E-05,0.140165,0.1,0.014085904,0.010838875
1.96E-05,0.140665,0.1,0.014085904,0.010838875
1.99E-05,0.14115,0.1,0.014085904,0.010838875
2.01E-05,0.141619,0.1,0.014085904,0.010838875
2.04E-05,0.142075,0.1,0.014085904,0.010838875
2.07E-05,0.142515,0.1,0.014085904,0.010838875
2.10E-05,0.142941,0.1,0.014085904,0.010838875
2.12E-05,0.143354,0.1,0.014085904,0.010838875
2.15E-05,0.143752,0.1,0.014085904,0.010838875
2.18E-05,0.144137,0.1,0.014085904,0.010838875
2.20E-05,0.144508,0.1,0.014085904,0.010838875
2.23E-05,0.144867,0.1,0.014085904,0.010838875
2.26E-05,0.145212,0.1,0.014085904,0.010838875
2.28E-05,0.145545,0.1,0.014085904,0.010838875
2.31E-05,0.145865,0.1,0.014085904,0.010838875
2.34E-05,0.146173,0.1,0.014085904,0.010838875
2.36E-05,0.146469,0.1,0.014085904,0.010838875
2.39E-05,0.146754,0.1,0.014085904,0.010838875
2.42E-05,0.147026,0.1,0.014085904,0.010838875
2.44E-05,0.147288,0.1,0.014085904,0.010838875
2.47E-05,0.147538,0.1,0.014085904,0.010838875
2.50E-05,0.147777,0.1,0.014085904,0.010838875
2.54E-05,0.148117,0.1,0.014085904,0.010838875
2.58E-05,0.148434,0.1,0.014085904,0.010838875
2.62E-05,0.148728,0.1,0.014085904,0.010838875
2.66E-05,0.148999,0.1,0.014085904,0.010838875
2.70E-05,0.149249,0.1,0.014085904,0.010838875
2.74E-05,0.149477,0.1,0.014085904,0.010838875
2.78E-05,0.149685,0.1,0.014085904,0.010838875
2.82E-05,0.149874,0.1,0.014085904,0.010838875
2.86E-05,0.150043,0.1,0.014085904,0.010838875
2.90E-05,0.150194,0.1,0.014085904,0.010838875
2.94E-05,0.150326,0.1,0.014085904,0.010838875
2.98E-05,0.150441,0.1,0.014085904,0.010838875
3.02E-05,0.150539,0.1,0.014085904,0.010838875
3.06E-05,0.150621,0.1,0.014085904,0.010838875
3.10E-05,0.150687,0.1,0.014085904,0.010838875
3.14E-05,0.150737,0.1,0.014085904,0.010838875
3.18E-05,0.150772,0.1,0.014085904,0.010838875
3.22E-05,0.150793,0.1,0.014085904,0.010838875
3.26E-05,0.1508,0.1,0.014085904,0.010838875
3.31E-05,0.150794,0.1,0.014085904,0.010838875
3.35E-05,0.150774,0.1,0.014085904,0.010838875
3.39E-05,0.150741,0.1,0.014085904,0.010838875
3.45E-05,0.150669,0.1,0.014085904,0.010838875
3.51E-05,0.15057,0.1,0.014085904,0.010838875
3.57E-05,0.150445,0.1,0.014085904,0.010838875
3.63E-05,0.150296,0.1,0.014085904,0.010838875
3.69E-05,0.150124,0.1,0.014085904,0.010838875
3.75E-05,0.14993,0.1,0.014085904,0.010838875
3.81E-05,0.149716,0.1,0.014085904,0.010838875
3.87E-05,0.149481,0.1,0.014085904,0.010838875
3.94E-05,0.149228,0.1,0.014085904,0.010838875
4.00E-05,0.148957,0.1,0.014085904,0.010838875
4.06E-05,0.148669,0.1,0.014085904,0.010838875
4.12E-05,0.148364,0.1,0.014085904,0.010838875
4.18E-05,0.148045,0.1,0.014085904,0.010838875
4.24E-05,0.147711,0.1,0.014085904,0.010838875
4.30E-05,0.147363,0.1,0.014085904,0.010838875
4.36E-05,0.147002,0.1,0.014085904,0.010838875
4.42E-05,0.146629,0.1,0.014085904,0.010838875
4.49E-05,0.146245,0.1,0.014085904,0.010838875
4.55E-05,0.145849,0.1,0.014085904,0.010838875
4.61E-05,0.145443,0.1,0.014085904,0.010838875
4.67E-05,0.145026,0.1,0.014085904,0.010838875
4.73E-05,0.144601,0.1,0.014085904,0.010838875
4.79E-05,0.144167,0.1,0.014085904,0.010838875
4.85E-05,0.143724,0.1,0.014085904,0.010838875
4.91E-05,0.143274,0.1,0.014085904,0.010838875
4.97E-05,0.142816,0.1,0.014085904,0.010838875
5.03E-05,0.142351,0.1,0.014085904,0.010838875
5.10E-05,0.14188,0.1,0.014085904,0.010838875
5.16E-05,0.141403,0.1,0.014085904,0.010838875
5.22E-05,0.14092,0.1,0.014085904,0.010838875
5.28E-05,0.140431,0.1,0.014085904,0.010838875
5.34E-05,0.139938,0.1,0.014085904,0.010838875
5.40E-05,0.139439,0.1,0.014085904,0.010838875
5.46E-05,0.138937,0.1,0.014085904,0.010838875
5.52E-05,0.13843,0.1,0.014085904,0.010838875
5.58E-05,0.137919,0.1,0.014085904,0.010838875
5.65E-05,0.137405,0.1,0.014085904,0.010838875
5.71E-05,0.136888,0.1,0.014085904,0.010838875
5.77E-05,0.136367,0.1,0.014085904,0.010838875
5.83E-05,0.135844,0.1,0.014085904,0.010838875
5.89E-05,0.135318,0.1,0.014085904,0.010838875
5.95E-05,0.13479,0.1,0.014085904,0.010838875
6.01E-05,0.13426,0.1,0.014085904,0.010838875
6.10E-05,0.133453,0.1,0.014085904,0.010838875
6.20E-05,0.132643,0.1,0.014085904,0.010838875
6.29E-05,0.13183,0.1,0.014085904,0.010838875
6.38E-05,0.131014,0.1,0.014085904,0.010838875
6.47E-05,0.130196,0.1,0.014085904,0.010838875
6.57E-05,0.129376,0.1,0.014085904,0.010838875
6.66E-05,0.128555,0.1,0.014085904,0.010838875
6.75E-05,0.127734,0.1,0.014085904,0.010838875
6.84E-05,0.126912,0.1,0.014085904,0.010838875
6.94E-05,0.12609,0.1,0.014085904,0.010838875
7.03E-05,0.125269,0.1,0.014085904,0.010838875
7.12E-05,0.124449,0.1,0.014085904,0.010838875
7.21E-05,0.123629,0.1,0.014085904,0.010838875
7.31E-05,0.122811,0.1,0.014085904,0.010838875
7.40E-05,0.121995,0.1,0.014085904,0.010838875
7.49E-05,0.12118,0.1,0.014085904,0.010838875
7.58E-05,0.120368,0.1,0.014085904,0.010838875
7.68E-05,0.119558,0.1,0.014085904,0.010838875
7.77E-05,0.11875,0.1,0.014085904,0.010838875
7.86E-05,0.117945,0.1,0.014085904,0.010838875
7.95E-05,0.117143,0.1,0.014085904,0.010838875
8.05E-05,0.116344,0.1,0.014085904,0.010838875
8.14E-05,0.115548,0.1,0.014085904,0.010838875
8.23E-05,0.114755,0.1,0.014085904,0.010838875
8.37E-05,0.113572,0.1,0.014085904,0.010838875
8.51E-05,0.112397,0.1,0.014085904,0.010838875
8.65E-05,0.111231,0.1,0.014085904,0.010838875
8.79E-05,0.110073,0.1,0.014085904,0.010838875
8.92E-05,0.108924,0.1,0.014085904,0.010838875
9.06E-05,0.107784,0.1,0.014085904,0.010838875
9.20E-05,0.106653,0.1,0.014085904,0.010838875
9.34E-05,0.105532,0.1,0.014085904,0.010838875
9.48E-05,0.10442,0.1,0.014085904,0.010838875
9.62E-05,0.103318,0.1,0.014085904,0.010838875
9.76E-05,0.102226,0.1,0.014085904,0.010838875
9.90E-05,0.101144,0.1,0.014085904,0.010838875
0.0001,0.100072,0.1,0.014085904,0.010838875
0.000102,0.09901,0.1,0.014085904,0.010838875
0.000103,0.097958,0.1,0.014085904,0.010838875
0.000105,0.0969161,0.1,0.014085904,0.010838875
0.000106,0.0958842,0.1,0.014085904,0.010838875
0.000107,0.0948625,0.1,0.014085904,0.010838875
0.000109,0.0938508,0.1,0.014085904,0.010838875
0.00011,0.0928492,0.1,0.014085904,0.010838875
0.000111,0.0918577,0.1,0.014085904,0.010838875
0.000113,0.0908762,0.1,0.014085904,0.010838875
0.000114,0.0899046,0.1,0.014085904,0.010838875
0.000116,0.088943,0.1,0.014085904,0.010838875
0.000117,0.0879913,0.1,0.014085904,0.010838875
0.000118,0.0870494,0.1,0.014085904,0.010838875
0.00012,0.0861172,0.1,0.014085904,0.010838875
0.000121,0.0851948,0.1,0.014085904,0.010838875
0.000123,0.084282,0.1,0.014085904,0.010838875
0.000124,0.0833789,0.1,0.014085904,0.010838875
0.000125,0.0824852,0.1,0.014085904,0.010838875
0.000127,0.0811595,0.1,0.014085904,0.010838875
0.000129,0.0798549,0.1,0.014085904,0.010838875
0.000132,0.0785711,0.1,0.014085904,0.010838875
0.000134,0.0773079,0.1,0.014085904,0.010838875
0.000136,0.076065,0.1,0.014085904,0.010838875
0.000138,0.074842,0.1,0.014085904,0.010838875
0.00014,0.0736388,0.1,0.014085904,0.010838875
0.000142,0.0724551,0.1,0.014085904,0.010838875
0.000144,0.0712905,0.1,0.014085904,0.010838875
0.000146,0.0701448,0.1,0.014085904,0.010838875
0.000148,0.0690177,0.1,0.014085904,0.010838875
0.00015,0.0679089,0.1,0.014085904,0.010838875
0.000152,0.0668182,0.1,0.014085904,0.010838875
0.000154511,0.0657452,0.1,0.014085904,0.010838875
0.000156597,0.0646897,0.1,0.014085904,0.010838875
0.000158682,0.0636514,0.1,0.014085904,0.010838875
0.000160768,0.06263,0.1,0.014085904,0.010838875
0.000162853,0.0616253,0.1,0.014085904,0.010838875
0.000164939,0.0606369,0.1,0.014085904,0.010838875
0.000167024,0.0596647,0.1,0.014085904,0.010838875
0.000169109,0.0587084,0.1,0.014085904,0.010838875
0.000171195,0.0577677,0.1,0.014085904,0.010838875
0.00017328,0.0568423,0.1,0.014085904,0.010838875
0.000175366,0.0559321,0.1,0.014085904,0.010838875
0.000178521,0.0545829,0.1,0.014085904,0.010838875
0.000181677,0.0532668,0.1,0.014085904,0.010838875
0.000184833,0.0519831,0.1,1.00E-10,0.010838875
0.000187988,0.050731,0.1,1.00E-10,0.010838875
0.000191144,0.0495096,0.1,1.00E-10,0.010838875
0.000194299,0.0483181,0.1,1.00E-10,0.010838875
0.000197455,0.0471559,0.1,1.00E-10,0.010838875
0.000200611,0.0460222,0.1,1.00E-10,0.010838875
0.000203766,0.0449162,0.1,1.00E-10,0.010838875
0.000206922,0.0438374,0.1,1.00E-10,0.010838875
0.000210077,0.0427849,0.1,1.00E-10,0.010838875
0.000213233,0.0417581,0.1,1.00E-10,0.010838875
0.000216389,0.0407564,0.1,1.00E-10,0.010838875
0.000219544,0.0397792,0.1,1.00E-10,0.010838875
0.0002227,0.0388258,0.1,1.00E-10,0.010838875
0.000225855,0.0378957,0.1,1.00E-10,0.010838875
0.000229011,0.0369882,0.1,1.00E-10,0.010838875
0.000232167,0.0361028,0.1,1.00E-10,0.010838875
0.000235322,0.0352389,0.1,1.00E-10,0.010838875
0.000238478,0.034396,0.1,1.00E-10,0.010838875
0.000241633,0.0335736,0.1,1.00E-10,0.010838875
0.000244789,0.0327711,0.1,1.00E-10,0.010838875
0.000247944,0.0319881,0.1,1.00E-10,0.010838875
0.0002511,0.0312241,0.1,1.00E-10,0.010838875
0.000254256,0.0304785,0.1,1.00E-10,0.010838875
0.000257411,0.029751,0.1,1.00E-10,0.010838875
0.000260567,0.0290411,0.1,1.00E-10,0.010838875
0.000263722,0.0283483,0.1,1.00E-10,0.010838875
0.000266878,0.0276722,0.1,1.00E-10,0.010838875
0.000270034,0.0270125,0.1,1.00E-10,0.010838875
0.000273189,0.0263686,0.1,1.00E-10,0.010838875
0.000276345,0.0257402,0.1,1.00E-10,0.010838875
0.0002795,0.025127,0.1,1.00E-10,0.010838875
0.000282656,0.0245285,0.1,1.00E-10,0.010838875
0.000285812,0.0239443,0.1,1.00E-10,0.010838875
0.000288967,0.0233742,0.1,1.00E-10,0.010838875
0.000292123,0.0228178,0.1,1.00E-10,0.010838875
0.000295278,0.0222747,0.1,1.00E-10,0.010838875
0.000298434,0.0217446,0.1,1.00E-10,0.010838875
0.00030159,0.0212272,0.1,1.00E-10,0.010838875
0.000304745,0.0207222,0.1,1.00E-10,0.010838875
0.000307901,0.0202293,0.1,1.00E-10,0.010838875
0.000311056,0.0197482,0.1,1.00E-10,0.010838875
0.000314212,0.0192785,0.1,1.00E-10,0.010838875
0.000317368,0.01882,0.1,1.00E-10,0.010838875
0.000320523,0.0183725,0.1,1.00E-10,0.010838875
0.000323679,0.0179357,0.1,1.00E-10,0.010838875
0.000326834,0.0175092,0.1,1.00E-10,0.010838875
0.00032999,0.0170929,0.1,1.00E-10,0.010838875
0.000333146,0.0166865,0.1,1.00E-10,0.010838875
0.000336301,0.0162898,0.1,1.00E-10,0.010838875
0.000339457,0.0159025,0.1,1.00E-10,0.010838875
0.000342612,0.0155244,0.1,1.00E-10,0.010838875
0.000345768,0.0151553,0.1,1.00E-10,0.010838875
0.000348923,0.0147949,0.1,1.00E-10,0.010838875
0.000352079,0.0144431,0.1,1.00E-10,0.010838875
0.000355235,0.0140996,0.1,1.00E-10,0.010838875
0.00035839,0.0137643,0.1,1.00E-10,0.010838875
0.000361546,0.0134369,0.1,1.00E-10,0.010838875
0.000364701,0.0131172,0.1,1.00E-10,0.010838875
0.000367857,0.0128051,0.1,1.00E-10,0.010838875
0.000371013,0.0125004,0.1,1.00E-10,0.010838875
0.000374168,0.0122029,0.1,1.00E-10,0.010838875
0.000377324,0.0119125,0.1,1.00E-10,0.010838875
0.000380479,0.0116289,0.1,1.00E-10,0.010838875
0.000383635,0.0113519,0.1,1.00E-10,0.010838875
0.000386791,0.0110816,0.1,1.00E-10,0.010838875
0.000389946,0.0108176,0.1,1.00E-10,0.010838875
0.000393102,0.0105598,0.1,1.00E-10,0.010838875
0.000396257,0.0103082,0.1,1.00E-10,0.010838875
0.000399413,0.0100624,0.1,1.00E-10,0.010838875
0.000402569,0.00982247,0.1,1.00E-10,0.010838875
0.000405724,0.00958818,0.1,1.00E-10,0.010838875
0.00040888,0.00935941,0.1,1.00E-10,0.010838875
0.000412035,0.00913604,0.1,1.00E-10,0.010838875
0.000415191,0.00891792,0.1,1.00E-10,0.010838875
0.000418347,0.00870494,0.1,1.00E-10,0.010838875
0.000421502,0.00849698,0.1,1.00E-10,0.010838875
0.000424658,0.00829392,0.1,1.00E-10,0.010838875
0.000427813,0.00809563,0.1,1.00E-10,0.010838875
0.000430969,0.00790202,0.1,1.00E-10,0.010838875
0.000434124,0.00771296,0.1,1.00E-10,0.010838875
0.00043728,0.00752836,0.1,1.00E-10,0.010838875
0.000440436,0.0073481,0.1,1.00E-10,0.010838875
0.000443591,0.00717209,0.1,1.00E-10,0.010838875
0.000446747,0.00700022,0.1,1.00E-10,0.010838875
0.000449902,0.0068324,0.1,1.00E-10,0.010838875
0.000453058,0.00666853,0.1,1.00E-10,0.010838875
0.000456214,0.00650852,0.1,1.00E-10,0.010838875
0.000459369,0.00635227,0.1,1.00E-10,0.010838875
0.000462525,0.00619971,0.1,1.00E-10,0.010838875
0.00046568,0.00605075,0.1,1.00E-10,0.010838875
0.000468836,0.00590529,0.1,1.00E-10,0.010838875
0.000471992,0.00576326,0.1,1.00E-10,0.010838875
0.000475147,0.00562459,0.1,1.00E-10,0.010838875
0.000478303,0.00548918,0.1,1.00E-10,0.010838875
0.000481458,0.00535696,0.1,1.00E-10,0.010838875
0.000484614,0.00522787,0.1,1.00E-10,0.010838875
0.00048777,0.00510182,0.1,1.00E-10,0.010838875
0.000490925,0.00497875,0.1,1.00E-10,0.010838875
0.000494081,0.00485859,0.1,1.00E-10,0.010838875
0.000497236,0.00474126,0.1,1.00E-10,0.010838875
0.000500392,0.00462671,0.1,1.00E-10,0.010838875
0.000503548,0.00451487,0.1,1.00E-10,0.010838875
0.000506703,0.00440567,0.1,1.00E-10,0.010838875
0.000509859,0.00429906,0.1,1.00E-10,0.010838875
0.000513014,0.00419498,0.1,1.00E-10,0.010838875
0.00051617,0.00409336,0.1,1.00E-10,0.010838875
0.000519326,0.00399415,0.1,1.00E-10,0.010838875
0.000522481,0.0038973,0.1,1.00E-10,0.010838875
0.000525637,0.00380274,0.1,1.00E-10,0.010838875
0.000528792,0.00371043,0.1,1.00E-10,0.010838875
0.000531948,0.00362031,0.1,1.00E-10,0.010838875
0.000535103,0.00353234,0.1,1.00E-10,0.010838875
0.000538259,0.00344646,0.1,1.00E-10,0.010838875
0.000541415,0.00336263,0.1,1.00E-10,0.010838875
0.00054457,0.00328079,0.1,1.00E-10,0.010838875
0.000547726,0.00320091,0.1,1.00E-10,0.010838875
0.000550881,0.00312293,0.1,1.00E-10,0.010838875
0.000554037,0.00304682,0.1,1.00E-10,0.010838875
0.000557193,0.00297252,0.1,1.00E-10,0.010838875
0.000560348,0.0029,0.1,1.00E-10,0.010838875
0.000563504,0.00282922,0.1,1.00E-10,0.010838875
0.000566659,0.00276014,0.1,1.00E-10,0.010838875
0.000569815,0.00269271,0.1,1.00E-10,0.010838875
0.000572971,0.0026269,0.1,1.00E-10,0.010838875
0.000576126,0.00256268,0.1,1.00E-10,0.010838875
0.000579282,0.00249999,0.1,1.00E-10,0.010838875
0.000582437,0.00243882,0.1,1.00E-10,0.010838875
0.000585593,0.00237912,0.1,1.00E-10,0.010838875
0.000588749,0.00232086,0.1,1.00E-10,0.010838875
0.000591904,0.00226401,0.1,1.00E-10,0.010838875
0.00059506,0.00220853,0.1,1.00E-10,0.010838875
0.000598215,0.0021544,0.1,1.00E-10,0.010838875
0.000602955,0.00207555,0.1,1.00E-10,0.010838875
0.000607694,0.00199955,0.1,1.00E-10,0.010838875
0.000612433,0.00192631,0.1,1.00E-10,0.010838875
0.000617172,0.00185573,0.1,1.00E-10,0.010838875
0.000621911,0.00178772,0.1,1.00E-10,0.010838875
0.00062665,0.00172219,0.1,1.00E-10,0.010838875
0.00063139,0.00165905,0.1,1.00E-10,0.010838875
0.000636129,0.00159822,0.1,1.00E-10,0.010838875
0.000640868,0.00153961,0.1,1.00E-10,0.010838875
0.000645607,0.00148316,0.1,1.00E-10,0.010838875
0.000650346,0.00142878,0.1,1.00E-10,0.010838875
0.000655086,0.0013764,0.1,1.00E-10,0.010838875
0.000659825,0.00132595,0.1,1.00E-10,0.010838875
0.000664564,0.00127737,0.1,1.00E-10,0.010838875
0.000669303,0.00123059,0.1,1.00E-10,0.010838875
0.000674042,0.00118554,0.1,1.00E-10,0.010838875
0.000678782,0.00114216,0.1,1.00E-10,0.010838875
0.000683521,0.0011004,0.1,1.00E-10,0.010838875
0.00068826,0.00106019,0.1,1.00E-10,0.010838875
0.000692999,0.00102148,0.1,1.00E-10,0.010838875
0.000697738,0.000984226,0.1,1.00E-10,0.010838875
0.000702477,0.000948363,0.1,1.00E-10,0.010838875
0.000707217,0.000913847,0.1,1.00E-10,0.010838875
0.000711956,0.000880628,0.1,1.00E-10,0.010838875
0.000716695,0.000848659,0.1,1.00E-10,0.010838875
0.000721434,0.000817897,0.1,1.00E-10,0.010838875
0.000726173,0.000788297,0.1,1.00E-10,0.010838875
0.000730913,0.000759817,0.1,1.00E-10,0.010838875
0.000735652,0.000732417,0.1,1.00E-10,0.010838875
0.000740391,0.000706057,0.1,1.00E-10,0.010838875
0.00074513,0.000680699,0.1,1.00E-10,0.010838875
0.000749869,0.000656307,0.1,1.00E-10,0.010838875
0.000754608,0.000632846,0.1,1.00E-10,0.010838875
0.000759348,0.000610281,0.1,1.00E-10,0.010838875
0.000764087,0.00058858,0.1,1.00E-10,0.010838875
0.000768826,0.000568,0.1,1.00E-10,0.010838875
0.000773565,0.000548,0.1,1.00E-10,0.010838875
0.000778304,0.000528,0.1,1.00E-10,0.010838875
0.000783044,0.00051,0.1,1.00E-10,0.010838875
0.000787783,0.000492,0.1,1.00E-10,0.010838875
0.000792522,0.000475,0.1,1.00E-10,0.010838875
0.000797261,0.000458,0.1,1.00E-10,0.010838875
0.000802,0.000442,0.1,1.00E-10,0.010838875
0.00080674,0.000427,0.1,1.00E-10,0.010838875
